#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/osu035/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/osu035/des3 -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 14:07:08 2025
# 
INPUT_\desIn[0]  INVX1_31
NOR2X1_71 AND2X2_66 NAND3X1_173 INVX1_155 NAND2X1_138 NOR2X1_172 NAND2X1_142
NOR2X1_72 NOR2X1_73
AND2X2_36 NOR2X1_73
NOR2X1_73 NOR2X1_166 NAND3X1_174 AND2X2_67 INVX1_156 NAND2X1_136 NOR2X1_176 NAND2X1_147
NOR2X1_74 NOR2X1_75
AND2X2_37 NOR2X1_75
NOR2X1_75 NOR2X1_166 INVX1_154 AND2X2_67 NAND3X1_176 NAND3X1_178 NAND2X1_143 NAND2X1_147
NOR2X1_76 NOR2X1_77
AND2X2_38 NOR2X1_77
NOR2X1_77 NAND2X1_131 INVX1_151 NAND2X1_134 OR2X2_6 NOR2X1_167 NOR2X1_169
NOR2X1_78 NOR2X1_79
AND2X2_39 NOR2X1_79
NOR2X1_79 NAND2X1_101 INVX1_140 NOR2X1_135 NAND2X1_103 NOR2X1_137
NOR2X1_80 NOR2X1_81
AND2X2_40 NOR2X1_81
NOR2X1_81 NOR2X1_134 NAND3X1_153 INVX1_145 AND2X2_60 NAND2X1_107 NOR2X1_143 NAND3X1_162 NAND2X1_123
NOR2X1_82 NOR2X1_83
AND2X2_41 NOR2X1_83
NOR2X1_83 NOR2X1_134 INVX1_142 NAND3X1_154 AND2X2_60 NOR2X1_145 NAND3X1_158 NAND2X1_114 NAND2X1_123
NOR2X1_84 NOR2X1_85
AND2X2_42 NOR2X1_85
NOR2X1_85 INVX1_141 AND2X2_59 NOR2X1_138 NAND2X1_108 NAND3X1_159 NOR2X1_147 NAND3X1_163 NAND2X1_115
NOR2X1_86 NOR2X1_87
AND2X2_43 NOR2X1_87
NOR2X1_87 NAND3X1_152 AND2X2_59 NOR2X1_138 NAND2X1_106 NAND2X1_108 NOR2X1_144 INVX1_147 NAND3X1_164
NOR2X1_88 NOR2X1_89
AND2X2_44 NOR2X1_89
NOR2X1_89 NAND2X1_101 NAND2X1_102 NOR2X1_135 INVX1_144 NOR2X1_141
NOR2X1_90 NOR2X1_91
AND2X2_45 NOR2X1_91
NOR2X1_91 NAND2X1_68 INVX1_131 NOR2X1_103 NAND2X1_71 NOR2X1_105
NOR2X1_92 NOR2X1_93
AND2X2_46 NOR2X1_93
NOR2X1_93 NOR2X1_102 INVX1_132 NAND3X1_132 NAND2X1_72 NAND2X1_75 AND2X2_52 NOR2X1_111
NOR2X1_94 NOR2X1_95
AND2X2_47 NOR2X1_95
NOR2X1_95 NOR2X1_102 NAND3X1_131 INVX1_135 NAND2X1_72 NAND2X1_76 AND2X2_52 NOR2X1_115 NAND3X1_141
NOR2X1_96 NOR2X1_97
AND2X2_48 NOR2X1_97
NOR2X1_97 INVX1_130 AND2X2_51 NAND2X1_73 NAND3X1_134 NOR2X1_113 NOR2X1_116 NAND2X1_83 NAND3X1_143
NOR2X1_98 NOR2X1_99
AND2X2_49 NOR2X1_99
NOR2X1_99 NAND3X1_130 AND2X2_51 INVX1_137 NAND2X1_74 NOR2X1_112 NOR2X1_113 NAND2X1_83 NAND3X1_140
NOR2X1_100 NOR2X1_101
AND2X2_50 NOR2X1_101
NOR2X1_101 NAND2X1_68 NAND2X1_69 NOR2X1_103 INVX1_134 NOR2X1_108
NAND2X1_68 OAI22X1_1 INVX1_136 OAI22X1_3 OAI22X1_4 OAI22X1_6 OAI22X1_8 OAI21X1_99
INVX1_130 NAND3X1_130 NAND2X1_74 NOR2X1_112 NAND3X1_140 NAND2X1_85
NOR2X1_102 NAND3X1_130 NAND2X1_70 NAND3X1_134 AND2X2_53 NAND2X1_84
NAND3X1_130 OAI22X1_1
INVX1_131 NAND2X1_69 NOR2X1_108
NAND2X1_69 OAI22X1_1 OAI22X1_3 OAI22X1_4 OAI22X1_6 OAI22X1_8
INVX1_132 NAND3X1_131 NAND2X1_76 NOR2X1_115 NAND2X1_82 NAND3X1_141
AND2X2_51 NAND3X1_131 NAND2X1_70 NAND3X1_132 NAND2X1_77 NAND3X1_137 AND2X2_53
NAND3X1_131 OAI22X1_1
OAI22X1_1 NOR2X1_104
NOR2X1_103 INVX1_133 AOI22X1_66 NAND3X1_136 NAND3X1_139 AOI22X1_68 AOI22X1_70 AOI22X1_71 AOI22X1_73 AOI22X1_75 AOI22X1_77 NAND2X1_97
INVX1_133 OAI22X1_2 OAI22X1_5 OAI22X1_7 OAI22X1_9 OAI22X1_10 OAI21X1_100
NAND2X1_70 OAI22X1_2 OAI22X1_10 OAI21X1_99
INVX1_134 NAND2X1_71 NOR2X1_105
NAND2X1_71 OAI22X1_2 OAI21X1_97 OAI22X1_5 OAI22X1_7 OAI22X1_9 OAI22X1_10
INVX1_135 NAND3X1_132 NAND2X1_75 NOR2X1_111 NAND2X1_82
NAND3X1_132 OAI22X1_2 OAI22X1_10
OAI22X1_2 NOR2X1_104
NOR2X1_104 NAND3X1_133 NAND2X1_99
INVX1_136 AOI22X1_65 NAND3X1_137 AOI22X1_67 AOI22X1_69 AOI22X1_71 AOI22X1_72 AOI22X1_74 AOI22X1_76 NAND2X1_93 AOI22X1_78
NOR2X1_105 AOI22X1_65 NAND3X1_138 AOI22X1_67 AOI22X1_69 NAND2X1_88 AOI22X1_72 AOI22X1_74 AOI22X1_76 NAND2X1_94 AOI22X1_78
NAND2X1_72 NOR2X1_106 NOR2X1_109 NOR2X1_127
INVX1_137 NAND2X1_73 NAND3X1_134 NOR2X1_116 NAND2X1_85 NAND3X1_143
NAND2X1_73 NOR2X1_106 NOR2X1_110 NOR2X1_128 NOR2X1_129
NOR2X1_106 AOI22X1_65 AOI22X1_77
NAND2X1_74 NOR2X1_107 NOR2X1_109 NOR2X1_119 NOR2X1_120
NAND2X1_75 NOR2X1_107 NOR2X1_123 NOR2X1_126 NOR2X1_129
NOR2X1_107 AOI22X1_65 AOI22X1_69 AOI22X1_71
AOI22X1_65 NAND3X1_133 AND2X2_56
NOR2X1_108 AOI22X1_66 NAND3X1_135 AOI22X1_68 AOI22X1_70 NAND2X1_89 AOI22X1_73 AOI22X1_75 AOI22X1_77 NAND2X1_96
NOR2X1_109 AOI22X1_66 AOI22X1_70
NAND2X1_76 NOR2X1_110 NOR2X1_119 NOR2X1_121
NOR2X1_110 AOI22X1_66 AOI22X1_72 AOI22X1_76
AOI22X1_66 NAND3X1_133 AND2X2_56
NAND3X1_133 NOR2X1_118 NOR3X1_3
AND2X2_52 NAND2X1_77 NAND3X1_140 NAND2X1_86 NAND3X1_143
NAND2X1_77 OAI22X1_3 OAI22X1_7 OAI22X1_9 INVX1_139
NAND3X1_134 OAI22X1_3 OAI22X1_5
OAI22X1_3 NOR2X1_114
NOR2X1_111 NAND3X1_135 NAND3X1_136 NAND3X1_137 NAND3X1_139
NOR2X1_112 NAND3X1_135 NAND3X1_138
NAND3X1_135 NAND2X1_78
NOR2X1_113 NAND3X1_136 NAND3X1_141 NAND2X1_84 NAND2X1_86
NAND3X1_136 NAND2X1_78
NAND2X1_78 NOR2X1_114
NOR2X1_114 NAND2X1_81 NAND3X1_148 NAND2X1_100
NAND3X1_137 NAND2X1_79
NOR2X1_115 NAND3X1_138 NAND2X1_80
NAND3X1_138 NAND2X1_79
NAND2X1_79 NOR2X1_117
NOR2X1_116 NAND2X1_80 NAND3X1_139
NAND2X1_80 OAI21X1_97 OAI21X1_100
NAND3X1_139 OAI21X1_97
OAI21X1_97 NOR2X1_117
NOR2X1_117 NAND2X1_81 NAND3X1_149
NAND2X1_81 NOR2X1_118 NOR3X1_5
NOR2X1_118 NAND2X1_87
AND2X2_53 AOI22X1_67 AOI22X1_71
NOR2X1_119 AOI22X1_67 AOI22X1_70 NAND2X1_94
AOI22X1_67 NAND3X1_142 AND2X2_54
NAND2X1_82 NOR2X1_120 NOR2X1_128
NOR2X1_120 AOI22X1_68 NAND2X1_89
NAND2X1_83 NOR2X1_121 NOR2X1_126
NOR2X1_121 AOI22X1_68 NAND2X1_97
AOI22X1_68 NAND3X1_142 AND2X2_54
NAND3X1_140 OAI22X1_4 OAI22X1_8
NAND3X1_141 OAI22X1_4 OAI22X1_6 OAI22X1_9
OAI22X1_4 NOR2X1_122
NAND2X1_84 OAI22X1_5 INVX1_138
OAI22X1_5 NOR2X1_122
NOR2X1_122 NAND3X1_142 NAND3X1_150 NAND3X1_151
NAND3X1_142 NOR2X1_125 NOR3X1_4
NAND2X1_85 NOR2X1_123 NOR2X1_127
NOR2X1_123 AOI22X1_69 AOI22X1_75 AOI22X1_76
AOI22X1_69 NAND3X1_144 AND2X2_57
AOI22X1_70 NAND3X1_144 AND2X2_57
NAND2X1_86 OAI22X1_6
OAI22X1_6 NOR2X1_124
NAND3X1_143 OAI22X1_7 OAI22X1_8
OAI22X1_7 NOR2X1_124
NOR2X1_124 NAND3X1_144
NAND3X1_144 NOR2X1_125 NOR3X1_6
NOR2X1_125 NAND2X1_87
NAND2X1_87 OAI21X1_98 OAI21X1_101 OAI21X1_102 OAI21X1_103
AOI22X1_71 NAND3X1_145
NOR2X1_126 NAND2X1_88 AOI22X1_78
NAND2X1_88 NAND3X1_145 OAI21X1_99
NAND2X1_89 NAND3X1_145 OAI21X1_100
NAND3X1_145 NOR3X1_1
NOR2X1_127 AOI22X1_72 AOI22X1_75 AOI22X1_77
AOI22X1_72 NAND2X1_90 AND2X2_55
NOR2X1_128 AOI22X1_73 AOI22X1_74
NOR2X1_129 AOI22X1_73 NAND2X1_93
AOI22X1_73 NAND2X1_90 AND2X2_55
NAND2X1_90 NOR3X1_1
INVX1_138 AOI22X1_74 NAND2X1_96
AOI22X1_74 NAND2X1_91 AND2X2_58
AOI22X1_75 NAND2X1_91 AND2X2_58
NAND2X1_91 NOR3X1_1
NOR3X1_1 NAND3X1_147
OAI22X1_8 OR2X2_2 NOR2X1_133
OAI22X1_9 OR2X2_2 NOR2X1_133
OR2X2_2 NOR2X1_130 OR2X2_3
AOI22X1_76 NAND2X1_92
AOI22X1_77 NAND2X1_92
NAND2X1_92 NOR2X1_130 OR2X2_3
NOR2X1_130 NAND3X1_147
NAND2X1_93 NAND2X1_95
NAND2X1_94 NAND2X1_95
NAND2X1_95 NOR3X1_2 NOR2X1_131
OAI22X1_10 NOR3X1_2 NOR2X1_131
INVX1_139 AOI22X1_78
AOI22X1_78 NAND3X1_146
NAND2X1_96 NAND3X1_146
NAND2X1_97 NAND3X1_146
NAND3X1_146 NOR3X1_2
NOR3X1_2 NAND3X1_147
NAND3X1_147 OAI21X1_98 OAI21X1_101 OAI21X1_102 OAI21X1_103
OR2X2_3 NOR3X1_3
AND2X2_54 NAND3X1_148
NOR2X1_131 NAND3X1_148 NAND2X1_100
NAND3X1_148 NOR3X1_3
NOR3X1_3 OAI21X1_98
OAI21X1_98 INVX1_6 NAND2X1_6
OAI21X1_99 NOR2X1_132
OAI21X1_100 NOR2X1_132
NOR2X1_132 NAND3X1_149 NAND3X1_151
AND2X2_55 NAND3X1_149
NAND3X1_149 NOR3X1_4
AND2X2_56 NAND2X1_98 NAND3X1_151
NOR2X1_133 NAND2X1_98 NAND2X1_99
NAND2X1_98 NOR3X1_4
NOR3X1_4 OAI21X1_101
OAI21X1_101 INVX1_38 NAND2X1_22
NAND2X1_99 NOR3X1_5
AND2X2_57 NAND3X1_150
AND2X2_58 NAND3X1_150
NAND3X1_150 NOR3X1_5
NOR3X1_5 OAI21X1_102
OAI21X1_102 INVX1_62 NAND2X1_34
NAND2X1_100 NOR3X1_6
NAND3X1_151 NOR3X1_6
NOR3X1_6 OAI21X1_103
OAI21X1_103 NAND2X1_50 INVX1_97
NAND2X1_101 OAI22X1_11 NOR2X1_139 INVX1_146 OAI22X1_14 OAI22X1_15 OAI22X1_17 OAI22X1_19 OAI22X1_21 OAI22X1_23 OAI22X1_25 OAI22X1_28
INVX1_140 NAND2X1_102 NOR2X1_141
NAND2X1_102 OAI22X1_11 OAI22X1_14 OAI22X1_15 OAI22X1_17 OAI22X1_19 OAI22X1_21 OAI22X1_23 OAI22X1_25 OAI22X1_28
INVX1_141 NAND3X1_152 NAND2X1_106 NOR2X1_144 NAND3X1_164
NOR2X1_134 NAND3X1_152 AND2X2_61 NAND2X1_105 NAND3X1_163
NAND3X1_152 OAI22X1_11 OAI22X1_20 OAI22X1_22 OAI22X1_23
INVX1_142 NAND3X1_153 NAND2X1_107 NOR2X1_143 NAND3X1_162 NAND2X1_124
AND2X2_59 NAND3X1_153 NAND3X1_154 NAND2X1_104 NAND2X1_105
NAND3X1_153 OAI22X1_11 OAI22X1_20
OAI22X1_11 NOR2X1_136
NOR2X1_135 INVX1_143 AOI22X1_79 NAND3X1_161 AOI22X1_81 AOI22X1_83 NAND2X1_121 AOI22X1_86 AOI22X1_88
INVX1_143 OAI22X1_12 OAI22X1_13 OAI22X1_16 OAI22X1_18 OAI22X1_20 OAI22X1_22 OAI22X1_24 OAI22X1_26 OAI22X1_27
INVX1_144 NAND2X1_103 NOR2X1_137
NAND2X1_103 OAI22X1_12 OAI22X1_13 OAI22X1_16 OAI22X1_18 OAI22X1_20 OAI22X1_22 OAI22X1_24 OAI22X1_26 OAI22X1_27
INVX1_145 NAND3X1_154 NOR2X1_145 NAND3X1_158 NAND2X1_114 NAND2X1_124
NAND3X1_154 OAI22X1_12 OAI22X1_14 OAI22X1_15 OAI22X1_24
AND2X2_60 NAND2X1_104 NAND3X1_159 NAND2X1_112 NAND3X1_164 AND2X2_62
NAND2X1_104 OAI22X1_12 OAI22X1_18 OAI22X1_19
OAI22X1_12 NOR2X1_136
NOR2X1_136 NAND3X1_155 NAND2X1_127 NAND2X1_130
NOR2X1_137 AOI21X1_1 NAND3X1_157 AOI22X1_80 AOI22X1_82 AOI22X1_84 AOI22X1_85 AOI22X1_87
NOR2X1_138 AND2X2_61 NAND3X1_158 NAND3X1_162 NAND2X1_112 AND2X2_62
AND2X2_61 AOI21X1_1 AOI22X1_86 AOI22X1_88
NAND2X1_105 NOR2X1_139 OAI22X1_19 OAI22X1_22 OAI22X1_26
NOR2X1_139 AOI21X1_1
AOI21X1_1 NAND3X1_155
NAND2X1_106 NOR2X1_140 NOR2X1_155
NAND2X1_107 NOR2X1_140 NOR2X1_142 NOR2X1_160
NOR2X1_140 AOI22X1_79 AOI22X1_80 AOI22X1_83
NOR2X1_141 AOI22X1_79 NAND3X1_160 AOI22X1_81 AOI22X1_83 NAND2X1_122 AOI22X1_86 AOI22X1_88
NAND2X1_108 NOR2X1_142 NOR2X1_161
NOR2X1_142 AOI22X1_79 AOI22X1_87
AOI22X1_79 NAND3X1_155
NAND3X1_155 NOR2X1_149
INVX1_146 NAND3X1_156 AOI22X1_80 AOI22X1_82 AOI22X1_84 AOI22X1_85 AOI22X1_87
NOR2X1_143 NAND3X1_156 NAND3X1_161 NAND2X1_118
NOR2X1_144 NAND3X1_156 NAND3X1_157 NAND3X1_160 NAND2X1_119
NAND3X1_156 NAND2X1_109
NOR2X1_145 NAND3X1_157 NAND3X1_160 NAND2X1_119 NAND2X1_120
NAND3X1_157 NAND2X1_109
NAND2X1_109 NOR2X1_146
NAND3X1_158 OAI22X1_13 OAI22X1_17 INVX1_149
INVX1_147 NAND3X1_159 NOR2X1_147 NAND3X1_163 NAND2X1_115
NAND3X1_159 OAI22X1_13 OAI22X1_14 OAI22X1_16 OAI22X1_28
OAI22X1_13 NOR2X1_146
NOR2X1_146 NAND2X1_111 NAND3X1_171
OAI22X1_14 NOR2X1_148
NAND3X1_160 NAND2X1_110
NOR2X1_147 NAND3X1_161 NAND2X1_118 NAND2X1_120
NAND3X1_161 NAND2X1_110
NAND2X1_110 NOR2X1_148
NOR2X1_148 NAND2X1_111 NAND3X1_169
NAND2X1_111 NOR2X1_149
NOR2X1_149 NAND2X1_116
NAND3X1_162 OAI22X1_15 INVX1_148 OAI22X1_27
OAI22X1_15 NOR2X1_150
NAND2X1_112 OAI22X1_16 OAI22X1_23 OAI22X1_28
OAI22X1_16 NOR2X1_150
NOR2X1_150 NAND2X1_113 NAND3X1_169 NAND3X1_171
NAND3X1_163 OAI22X1_17 OAI22X1_26
OAI22X1_17 NOR2X1_151
NAND3X1_164 OAI22X1_18 OAI22X1_21 OAI22X1_25
OAI22X1_18 NOR2X1_151
NOR2X1_151 NAND2X1_113 NAND3X1_170
NAND2X1_113 NOR2X1_154 NOR3X1_10
OAI22X1_19 NOR2X1_152
OAI22X1_20 NOR2X1_152
NOR2X1_152 NAND3X1_165 NAND2X1_128
INVX1_148 AOI22X1_80 NAND2X1_121
AOI22X1_80 NAND3X1_165
INVX1_149 AOI22X1_81 AOI22X1_82
NAND2X1_114 NOR2X1_153 NOR2X1_155
NAND2X1_115 NOR2X1_153 NOR2X1_159 NOR2X1_160 NOR2X1_162
NOR2X1_153 AOI22X1_81 AOI22X1_88
AOI22X1_81 NAND3X1_165
NAND3X1_165 NOR2X1_154 NOR3X1_10
NOR2X1_154 NAND2X1_116
NAND2X1_116 OAI21X1_104 OAI21X1_105 OAI21X1_106
NOR2X1_155 AOI22X1_82 NAND2X1_122
AOI22X1_82 NAND2X1_117 AND2X2_65
AND2X2_62 AOI22X1_83 AOI22X1_84
AOI22X1_83 NAND2X1_117 AND2X2_65
NAND2X1_117 NOR2X1_156
NAND2X1_118 OAI22X1_21 OAI22X1_27
OAI22X1_21 OR2X2_4 NOR2X1_165
OAI22X1_22 OR2X2_4 NOR2X1_165
OR2X2_4 NOR2X1_156
NOR2X1_156 NAND3X1_167
OAI22X1_23 NOR2X1_157
NAND2X1_119 OAI22X1_24
OAI22X1_24 NOR2X1_157
NOR2X1_157 AND2X2_63 NAND2X1_127 NAND3X1_172
NAND2X1_120 OAI22X1_25
OAI22X1_25 NOR2X1_158
OAI22X1_26 NOR2X1_158
NOR2X1_158 AND2X2_63 NAND3X1_171
AND2X2_63 NAND3X1_167 NAND3X1_169
NAND2X1_121 NAND3X1_166
NAND2X1_122 NAND3X1_166
NAND2X1_123 NOR2X1_159 NOR2X1_161
NOR2X1_159 AOI22X1_84
AOI22X1_84 NAND3X1_166
NAND3X1_166 NOR3X1_7
NOR2X1_160 AOI22X1_85
NOR2X1_161 AOI22X1_85
AOI22X1_85 NAND2X1_125 AND2X2_64
NAND2X1_124 NOR2X1_162
NOR2X1_162 AOI22X1_86 AOI22X1_87
AOI22X1_86 NAND2X1_125 AND2X2_64
NAND2X1_125 NOR3X1_7 NOR2X1_164
AOI22X1_87 NAND2X1_126
AOI22X1_88 NAND2X1_126
NAND2X1_126 NOR3X1_7 INVX1_150 NOR2X1_164
NOR3X1_7 NAND3X1_167
NAND3X1_167 OAI21X1_104 OAI21X1_105 OAI21X1_106
OAI22X1_27 NOR2X1_163
OAI22X1_28 NOR2X1_163
NOR2X1_163 NAND3X1_168
AND2X2_64 NAND3X1_168 NAND2X1_130 NAND3X1_172
INVX1_150 NAND3X1_168
NAND3X1_168 NOR3X1_8
NAND2X1_127 NOR3X1_8
AND2X2_65 NAND2X1_128 NAND3X1_170 NAND2X1_129
NAND2X1_128 NOR3X1_8
NOR3X1_8 OAI21X1_104
OAI21X1_104 INVX1_58 NAND2X1_32
NAND3X1_169 OR2X2_5
NOR2X1_164 NAND3X1_170
NAND3X1_170 OR2X2_5
OR2X2_5 INVX1_122 NAND2X1_64
NOR2X1_165 NAND2X1_129 NAND3X1_172
NAND2X1_129 NOR3X1_9
NAND3X1_171 NOR3X1_9
NAND2X1_130 NOR3X1_9
NOR3X1_9 OAI21X1_105
OAI21X1_105 INVX1_18 NAND2X1_12
NAND3X1_172 NOR3X1_10
NOR3X1_10 OAI21X1_106
OAI21X1_106 INVX1_78 NAND2X1_42
NAND2X1_131 OAI22X1_29 OAI22X1_31 INVX1_157 OAI22X1_33 NAND2X1_149 OAI22X1_36 OAI22X1_39 OAI21X1_109
NOR2X1_166 NAND2X1_132 NAND3X1_173 NAND3X1_175 NAND2X1_154
AND2X2_66 NAND2X1_132 NAND3X1_174 NAND2X1_135 NAND3X1_176
NAND2X1_132 OAI22X1_29 OAI22X1_35 OAI22X1_38
INVX1_151 NAND2X1_133 NOR2X1_171
NAND2X1_133 OAI22X1_29 OAI22X1_32 OAI22X1_34 OAI22X1_35 OAI22X1_37 OAI22X1_40
INVX1_152 NAND3X1_173 NAND2X1_137 NAND2X1_138
NAND3X1_173 OAI22X1_29 INVX1_158 OAI22X1_38 OAI21X1_109
OAI22X1_29 OR2X2_7
INVX1_153 NAND2X1_134 NOR2X1_169
NAND2X1_134 OAI22X1_30 OAI22X1_31 OR2X2_9 OAI22X1_33 OAI22X1_36 OAI22X1_39
INVX1_154 NAND3X1_174 NAND2X1_136 NOR2X1_176
NAND3X1_174 OAI22X1_30 OAI22X1_31 OAI22X1_34 OAI22X1_40
INVX1_155 NAND3X1_175 NAND2X1_137 NAND2X1_140 NAND3X1_179 NOR2X1_175
NAND3X1_175 OAI22X1_30 OAI22X1_32 OR2X2_9 OAI22X1_39
OR2X2_6 OAI22X1_30 OAI22X1_32 OR2X2_10 OAI22X1_34 NAND2X1_149 OAI22X1_35 OAI22X1_37 OAI22X1_38 OAI22X1_40
OAI22X1_30 OR2X2_7
OR2X2_7 NOR3X1_11
AND2X2_67 NAND2X1_135 NAND3X1_179 NAND2X1_144 NAND3X1_184
NAND2X1_135 OAI22X1_31 INVX1_161
OAI22X1_31 OR2X2_8 NOR2X1_187
INVX1_156 NAND3X1_176 NAND3X1_178 NAND2X1_143
NAND3X1_176 OAI22X1_32 OAI22X1_35
OAI22X1_32 OR2X2_8 NOR2X1_187
OR2X2_8 NOR3X1_11 NOR2X1_189
INVX1_157 OAI21X1_107 AOI22X1_89 AOI22X1_91 AOI22X1_92 NAND3X1_185 AOI22X1_94 NAND2X1_153 AOI21X1_4 AOI22X1_96
NOR2X1_167 OAI21X1_107 AOI22X1_90 AOI22X1_93 AOI22X1_95 AOI21X1_3 AOI22X1_97
NAND2X1_136 NOR2X1_168 NOR2X1_170 NOR2X1_173
NAND2X1_137 NOR2X1_168
NOR2X1_168 OAI21X1_107 AOI22X1_95 AOI22X1_96
OAI21X1_107 NAND3X1_177
OR2X2_9 NAND3X1_177
NOR2X1_169 NAND2X1_139 AOI22X1_90 NAND2X1_145 AOI22X1_93 NAND3X1_183 AOI22X1_95 AOI22X1_97
NAND2X1_138 NOR2X1_170 NOR2X1_179
NOR2X1_170 NAND2X1_139 AOI22X1_93 AOI22X1_94 AOI22X1_96
NAND2X1_139 NAND3X1_177
NAND3X1_177 NOR3X1_11 NOR2X1_189
NOR3X1_11 NAND3X1_181
INVX1_158 AOI22X1_89 NAND2X1_153
NOR2X1_171 AOI22X1_89 AOI22X1_91 AOI22X1_92 NAND3X1_182 NAND3X1_184 AOI22X1_94 AOI22X1_96
NOR2X1_172 NAND3X1_178 NAND2X1_144 NAND3X1_183 NAND2X1_154
NAND3X1_178 INVX1_159 OAI22X1_36
INVX1_159 AOI22X1_89
AOI22X1_89 NAND2X1_141
NAND2X1_140 NOR2X1_173 NOR2X1_178
NOR2X1_173 AOI22X1_90 AOI22X1_92 AOI22X1_95 AOI21X1_4
NAND3X1_179 INVX1_160 OAI22X1_33 OAI22X1_37 OAI22X1_39
INVX1_160 AOI22X1_90
AOI22X1_90 NAND2X1_141
NAND2X1_141 NOR2X1_177
INVX1_161 AOI22X1_91 AOI22X1_97
NAND2X1_142 NOR2X1_174
NAND2X1_143 NOR2X1_174 NOR2X1_178
NOR2X1_174 AOI22X1_91 AOI22X1_94
AOI22X1_91 NAND3X1_180
NAND2X1_144 INVX1_162 OAI22X1_33 OAI22X1_36 OAI22X1_37
INVX1_162 NAND2X1_145
NAND2X1_145 NAND3X1_180
NOR2X1_175 NAND2X1_146 NAND3X1_182 NAND3X1_184 NAND3X1_185
NOR2X1_176 NAND2X1_146 NAND3X1_182 NAND3X1_183 NAND3X1_185
NAND2X1_146 OR2X2_10 OAI22X1_34
OR2X2_10 NAND3X1_180
NAND3X1_180 NOR2X1_177 OR2X2_12
NOR2X1_177 NAND3X1_181 AND2X2_69
OAI22X1_33 OR2X2_11 NOR2X1_188
OAI22X1_34 OR2X2_11 NOR2X1_188
OR2X2_11 NOR2X1_180
NOR2X1_178 AOI22X1_92 AOI21X1_3 AOI22X1_97
AOI22X1_92 NAND2X1_148 NAND3X1_190
NAND2X1_147 NOR2X1_179
NOR2X1_179 AOI22X1_93 AOI21X1_2
AOI22X1_93 NAND2X1_148 NAND3X1_190
NAND2X1_148 NOR2X1_180 NOR2X1_190
NOR2X1_180 NAND3X1_181 AND2X2_69
NAND3X1_181 OAI21X1_108
NAND2X1_149 AOI21X1_2 NOR2X1_184 OAI22X1_38
NAND3X1_182 NAND2X1_150
NAND3X1_183 NAND2X1_150
NAND2X1_150 AOI21X1_2
AOI21X1_2 NAND2X1_152
NAND3X1_184 NAND2X1_151
NAND3X1_185 NAND2X1_151
NAND2X1_151 NOR2X1_181
OAI22X1_35 NOR2X1_181
NOR2X1_181 NAND2X1_152 INVX1_164
NAND2X1_152 NOR2X1_183
AOI22X1_94 NAND3X1_186 AND2X2_68
AOI22X1_95 NAND3X1_186 AND2X2_68
OAI22X1_36 NOR2X1_182
OAI22X1_37 NOR2X1_182
NOR2X1_182 NAND3X1_186 NAND3X1_190
NAND3X1_186 NOR2X1_183
NOR2X1_183 NAND2X1_155 NAND3X1_191
NAND2X1_153 NAND3X1_187
NAND2X1_154 NOR2X1_184 OAI22X1_40
NOR2X1_184 AOI21X1_3
AOI21X1_3 NAND3X1_187 OAI21X1_109
OAI22X1_38 AOI21X1_4
AOI21X1_4 NAND3X1_187
NAND3X1_187 NOR2X1_186 NOR3X1_12
OAI22X1_39 NOR2X1_185
OAI22X1_40 NOR2X1_185
NOR2X1_185 NAND3X1_188 INVX1_163
AOI22X1_96 NAND3X1_188
AOI22X1_97 NAND3X1_188
NAND3X1_188 NOR2X1_186
NOR2X1_186 NAND2X1_155 NAND2X1_156
NAND2X1_155 OAI21X1_108
NOR2X1_187 NAND3X1_189
NOR2X1_188 NAND3X1_189
AND2X2_68 NAND3X1_189
NAND3X1_189 NOR3X1_12
NAND3X1_190 NOR3X1_12 NOR2X1_192
NOR3X1_12 OAI21X1_108
OAI21X1_108 INVX1_106 NAND2X1_56
NOR2X1_189 NAND3X1_191 NAND3X1_192
INVX1_163 NOR2X1_190
NOR2X1_190 NAND3X1_191
NAND3X1_191 INVX1_10 NAND2X1_8
AND2X2_69 NAND3X1_192
INVX1_164 NOR2X1_191 OR2X2_12
OAI21X1_109 NOR2X1_191
NOR2X1_191 NAND3X1_192
NAND3X1_192 INVX1_66 NAND2X1_36
OR2X2_12 NOR2X1_192
NOR2X1_192 NAND2X1_156
NAND2X1_156 INVX1_34 NAND2X1_20
INVX1_165 NOR2X1_193 NAND2X1_165
NOR2X1_193 AOI22X1_98 AOI22X1_100 AOI22X1_103 AOI22X1_104 AOI22X1_106 AOI22X1_108 NAND3X1_202 NAND2X1_177 AOI22X1_110
INVX1_166 NAND2X1_157 NAND3X1_199 NOR2X1_214
NAND2X1_157 NOR2X1_194 NOR2X1_195 NOR2X1_209 NOR2X1_210
NAND2X1_158 NOR2X1_194 NOR2X1_206
NOR2X1_194 AOI22X1_98 AOI22X1_100 AOI22X1_102
AND2X2_70 AOI22X1_98 AOI22X1_100 INVX1_173 AOI22X1_103 AOI22X1_104 AOI22X1_106 AOI22X1_108 NAND3X1_203 NAND3X1_204 AOI22X1_110 NAND3X1_208
INVX1_167 NAND2X1_159 NAND3X1_194 NOR2X1_203 NAND3X1_196 NAND2X1_171
