#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/gost28147-89_latest/verilog/osu035/gost89_ecb_decrypt.v --output_format txt --do-not-zip -o adjlist/gost28147-89_latest/osu035/gost89_ecb_decrypt -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 12:13:16 2025
# 
INPUT_clk DFFPOSX1_1 DFFPOSX1_2 DFFPOSX1_3 DFFPOSX1_4 DFFPOSX1_5 DFFPOSX1_6 DFFPOSX1_7 DFFPOSX1_8 DFFPOSX1_9 DFFPOSX1_10 DFFPOSX1_11 DFFPOSX1_12 DFFPOSX1_13 DFFPOSX1_14 DFFPOSX1_15 DFFPOSX1_16 DFFPOSX1_17 DFFPOSX1_18 DFFPOSX1_19 DFFPOSX1_20 DFFPOSX1_21 DFFPOSX1_22 DFFPOSX1_23 DFFPOSX1_24 DFFPOSX1_25 DFFPOSX1_26 DFFPOSX1_27 DFFPOSX1_28 DFFPOSX1_29 DFFPOSX1_30 DFFPOSX1_31 DFFPOSX1_32 DFFPOSX1_33 DFFPOSX1_34 DFFPOSX1_35 DFFPOSX1_36 DFFPOSX1_37 DFFPOSX1_38 DFFPOSX1_39 DFFPOSX1_40 DFFPOSX1_41 DFFPOSX1_42 DFFPOSX1_43 DFFPOSX1_44 DFFPOSX1_45 DFFPOSX1_46 DFFPOSX1_47 DFFPOSX1_48 DFFPOSX1_49 DFFPOSX1_50 DFFPOSX1_51 DFFPOSX1_52 DFFPOSX1_53 DFFPOSX1_54 DFFPOSX1_55 DFFPOSX1_56 DFFPOSX1_57 DFFPOSX1_58 DFFPOSX1_59 DFFPOSX1_60 DFFPOSX1_61 DFFPOSX1_62 DFFPOSX1_63 DFFPOSX1_64 DFFPOSX1_65 DFFPOSX1_66 DFFPOSX1_67 DFFPOSX1_68 DFFPOSX1_69 DFFPOSX1_70 DFFPOSX1_71 DFFPOSX1_72 DFFPOSX1_73 DFFPOSX1_74 DFFPOSX1_75 DFFPOSX1_76 DFFPOSX1_77 DFFPOSX1_78 DFFPOSX1_79 DFFPOSX1_80 DFFPOSX1_81 DFFPOSX1_82 DFFPOSX1_83 DFFPOSX1_84 DFFPOSX1_85 DFFPOSX1_86 DFFPOSX1_87 DFFPOSX1_88 DFFPOSX1_89 DFFPOSX1_90 DFFPOSX1_91 DFFPOSX1_92 DFFPOSX1_93 DFFPOSX1_94 DFFPOSX1_95 DFFPOSX1_96 DFFPOSX1_97 DFFPOSX1_98 DFFPOSX1_99 DFFPOSX1_100 DFFPOSX1_101 DFFPOSX1_102 DFFPOSX1_103 DFFPOSX1_104 DFFPOSX1_105 DFFPOSX1_106 DFFPOSX1_107 DFFPOSX1_108 DFFPOSX1_109 DFFPOSX1_110 DFFPOSX1_111 DFFPOSX1_112 DFFPOSX1_113 DFFPOSX1_114 DFFPOSX1_115 DFFPOSX1_116 DFFPOSX1_117 DFFPOSX1_118 DFFPOSX1_119 DFFPOSX1_120 DFFPOSX1_121 DFFPOSX1_122 DFFPOSX1_123 DFFPOSX1_124 DFFPOSX1_125 DFFPOSX1_126 DFFPOSX1_127 DFFPOSX1_128 DFFPOSX1_129 DFFPOSX1_130 DFFPOSX1_131 DFFPOSX1_132 DFFPOSX1_133 DFFPOSX1_134 DFFPOSX1_135 DFFPOSX1_136 DFFPOSX1_137 DFFPOSX1_138 DFFPOSX1_139 DFFPOSX1_140 DFFPOSX1_141 DFFPOSX1_142 DFFPOSX1_143 DFFPOSX1_144 DFFPOSX1_145 DFFPOSX1_146 DFFPOSX1_147 DFFPOSX1_148 DFFPOSX1_149 DFFPOSX1_150 DFFPOSX1_151 DFFPOSX1_152 DFFPOSX1_153 DFFPOSX1_154 DFFPOSX1_155 DFFPOSX1_156 DFFPOSX1_157 DFFPOSX1_158 DFFPOSX1_159 DFFPOSX1_160 DFFPOSX1_161 DFFPOSX1_162 DFFPOSX1_163 DFFPOSX1_164 DFFPOSX1_165 DFFPOSX1_166 DFFPOSX1_167
INPUT_reset NOR2X1_2 NOR2X1_75 INVX1_73
INPUT_load_data NOR2X1_2 MUX2X1_1 MUX2X1_2 MUX2X1_3 MUX2X1_4 MUX2X1_5 MUX2X1_6 MUX2X1_7 MUX2X1_8 MUX2X1_9 MUX2X1_10 MUX2X1_11 MUX2X1_12 MUX2X1_13 MUX2X1_14 MUX2X1_15 MUX2X1_16 MUX2X1_17 MUX2X1_18 MUX2X1_19 MUX2X1_20 MUX2X1_21 MUX2X1_22 MUX2X1_23 MUX2X1_24 MUX2X1_25 MUX2X1_26 MUX2X1_27 MUX2X1_28 MUX2X1_29 MUX2X1_30 MUX2X1_31 MUX2X1_32 MUX2X1_33 MUX2X1_34 MUX2X1_35 MUX2X1_36 MUX2X1_37 MUX2X1_38 MUX2X1_39 MUX2X1_40 MUX2X1_41 MUX2X1_42 MUX2X1_43 MUX2X1_44 MUX2X1_45 MUX2X1_46 MUX2X1_47 MUX2X1_48 MUX2X1_49 MUX2X1_50 MUX2X1_51 MUX2X1_52 MUX2X1_53 MUX2X1_54 MUX2X1_55 MUX2X1_56 MUX2X1_57 MUX2X1_58 MUX2X1_59 MUX2X1_60 MUX2X1_61 MUX2X1_62 MUX2X1_63 MUX2X1_64 AOI21X1_68 AOI21X1_69
INPUT_\sbox[0]  NAND3X1_330
NOR2X1_14 AOI21X1_11
AOI21X1_11 DFFPOSX1_50
INVX1_14 AOI21X1_12
NOR2X1_15 AOI21X1_12
AOI21X1_12 DFFPOSX1_51
INVX1_15 AOI21X1_13
NOR2X1_16 AOI21X1_13
AOI21X1_13 DFFPOSX1_52
INVX1_16 AOI21X1_14
NOR2X1_17 AOI21X1_14
AOI21X1_14 DFFPOSX1_53
INVX1_17 AOI21X1_15
NOR2X1_18 AOI21X1_15
AOI21X1_15 DFFPOSX1_54
INVX1_18 AOI21X1_16
NOR2X1_19 AOI21X1_16
AOI21X1_16 DFFPOSX1_55
INVX1_19 AOI21X1_17
NOR2X1_20 AOI21X1_17
AOI21X1_17 DFFPOSX1_56
INVX1_20 AOI21X1_18
NOR2X1_21 AOI21X1_18
AOI21X1_18 DFFPOSX1_57
INVX1_21 AOI21X1_19
NOR2X1_22 AOI21X1_19
AOI21X1_19 DFFPOSX1_58
INVX1_22 AOI21X1_20
NOR2X1_23 AOI21X1_20
AOI21X1_20 DFFPOSX1_59
INVX1_23 AOI21X1_21
NOR2X1_24 AOI21X1_21
AOI21X1_21 DFFPOSX1_60
INVX1_24 AOI21X1_22
NOR2X1_25 AOI21X1_22
AOI21X1_22 DFFPOSX1_61
INVX1_25 AOI21X1_23
NOR2X1_26 AOI21X1_23
AOI21X1_23 DFFPOSX1_62
INVX1_26 AOI21X1_24
NOR2X1_27 AOI21X1_24
AOI21X1_24 DFFPOSX1_63
INVX1_27 AOI21X1_25
NOR2X1_28 AOI21X1_25
AOI21X1_25 DFFPOSX1_64
INVX1_28 AOI21X1_26
NOR2X1_29 AOI21X1_26
AOI21X1_26 DFFPOSX1_65
INVX1_29 AOI21X1_27
NOR2X1_30 AOI21X1_27
AOI21X1_27 DFFPOSX1_66
INVX1_30 AOI21X1_28
NOR2X1_31 AOI21X1_28
AOI21X1_28 DFFPOSX1_67
INVX1_31 AOI21X1_29
NOR2X1_32 AOI21X1_29
AOI21X1_29 DFFPOSX1_68
INVX1_32 AOI21X1_30
NOR2X1_33 AOI21X1_30
AOI21X1_30 DFFPOSX1_69
INVX1_33 AOI21X1_31
NOR2X1_34 AOI21X1_31
AOI21X1_31 DFFPOSX1_70
INVX1_34 AOI21X1_32
NOR2X1_35 AOI21X1_32
AOI21X1_32 DFFPOSX1_71
INVX1_35 AOI21X1_33
NOR2X1_36 AOI21X1_33
AOI21X1_33 DFFPOSX1_72
INVX1_36 AOI21X1_34
NOR2X1_37 AOI21X1_34
AOI21X1_34 DFFPOSX1_73
INVX1_37 AOI21X1_35
NOR2X1_38 AOI21X1_35
AOI21X1_35 DFFPOSX1_74
INVX1_38 AOI21X1_36
NOR2X1_39 AOI21X1_36
AOI21X1_36 DFFPOSX1_75
INVX1_39 AOI21X1_37
NOR2X1_40 AOI21X1_37
AOI21X1_37 DFFPOSX1_76
INVX1_40 AOI21X1_38
NOR2X1_41 AOI21X1_38
AOI21X1_38 DFFPOSX1_77
INVX1_41 AOI21X1_39
NOR2X1_42 AOI21X1_39
AOI21X1_39 DFFPOSX1_78
INVX1_42 AOI21X1_40
NOR2X1_43 AOI21X1_40
AOI21X1_40 DFFPOSX1_79
INVX1_43 AOI21X1_41
NOR2X1_44 AOI21X1_41
AOI21X1_41 DFFPOSX1_80
INVX1_44 AOI21X1_42
NOR2X1_45 AOI21X1_42
AOI21X1_42 DFFPOSX1_81
INVX1_45 AOI21X1_43
NOR2X1_46 AOI21X1_43
AOI21X1_43 DFFPOSX1_82
INVX1_46 AOI21X1_44
NOR2X1_47 AOI21X1_44
AOI21X1_44 DFFPOSX1_83
INVX1_47 AOI21X1_45
NOR2X1_48 AOI21X1_45
AOI21X1_45 DFFPOSX1_84
INVX1_48 AOI21X1_46
NOR2X1_49 AOI21X1_46
AOI21X1_46 DFFPOSX1_85
INVX1_49 AOI21X1_47
NOR2X1_50 AOI21X1_47
AOI21X1_47 DFFPOSX1_86
INVX1_50 AOI21X1_48
NOR2X1_51 AOI21X1_48
AOI21X1_48 DFFPOSX1_87
INVX1_51 AOI21X1_49
NOR2X1_52 AOI21X1_49
AOI21X1_49 DFFPOSX1_88
INVX1_52 AOI21X1_50
NOR2X1_53 AOI21X1_50
AOI21X1_50 DFFPOSX1_89
INVX1_53 AOI21X1_51
NOR2X1_54 AOI21X1_51
AOI21X1_51 DFFPOSX1_90
INVX1_54 AOI21X1_52
NOR2X1_55 AOI21X1_52
AOI21X1_52 DFFPOSX1_91
INVX1_55 AOI21X1_53
NOR2X1_56 AOI21X1_53
AOI21X1_53 DFFPOSX1_92
INVX1_56 AOI21X1_54
NOR2X1_57 AOI21X1_54
AOI21X1_54 DFFPOSX1_93
INVX1_57 AOI21X1_55
NOR2X1_58 AOI21X1_55
AOI21X1_55 DFFPOSX1_94
INVX1_58 AOI21X1_56
NOR2X1_59 AOI21X1_56
AOI21X1_56 DFFPOSX1_95
INVX1_59 AOI21X1_57
NOR2X1_60 AOI21X1_57
AOI21X1_57 DFFPOSX1_96
INVX1_60 AOI21X1_58
NOR2X1_61 AOI21X1_58
AOI21X1_58 DFFPOSX1_97
INVX1_61 AOI21X1_59
NOR2X1_62 AOI21X1_59
AOI21X1_59 DFFPOSX1_98
INVX1_62 AOI21X1_60
NOR2X1_63 AOI21X1_60
AOI21X1_60 DFFPOSX1_99
INVX1_63 AOI21X1_61
NOR2X1_64 AOI21X1_61
AOI21X1_61 DFFPOSX1_100
INVX1_64 AOI21X1_62
NOR2X1_65 AOI21X1_62
AOI21X1_62 DFFPOSX1_101
INVX1_65 AOI21X1_63
NOR2X1_66 AOI21X1_63
AOI21X1_63 DFFPOSX1_102
INVX1_66 AOI21X1_64
NOR2X1_67 AOI21X1_64
AOI21X1_64 DFFPOSX1_103
MUX2X1_1 OAI21X1_1
NOR2X1_68 AOI21X1_65 NAND3X1_3 AOI22X1_2 AOI22X1_3 AOI22X1_5 AOI22X1_6 OAI21X1_74
INVX1_67 NAND2X1_2 OAI21X1_65 NAND2X1_70 NAND3X1_2
NAND2X1_2 AOI21X1_65
AOI21X1_65 NAND2X1_3 OAI21X1_1 NAND2X1_4 OAI21X1_2 NAND2X1_5 OAI21X1_3 NAND2X1_6 OAI21X1_4 NAND2X1_7 OAI21X1_5 NAND2X1_8 OAI21X1_6 NAND2X1_9 OAI21X1_7 NAND2X1_10 OAI21X1_8 NAND2X1_11 OAI21X1_9 NAND2X1_12 OAI21X1_10 NAND2X1_13 OAI21X1_11 NAND2X1_14 OAI21X1_12 NAND2X1_15 OAI21X1_13 NAND2X1_16 OAI21X1_14 NAND2X1_17 OAI21X1_15 NAND2X1_18 OAI21X1_16 NAND2X1_19 OAI21X1_17 NAND2X1_20 OAI21X1_18 NAND2X1_21 OAI21X1_19 NAND2X1_22 OAI21X1_20 NAND2X1_23 OAI21X1_21 NAND2X1_24 OAI21X1_22 NAND2X1_25 OAI21X1_23 NAND2X1_26 OAI21X1_24 NAND2X1_27 OAI21X1_25 NAND2X1_28 OAI21X1_26 NAND2X1_29 OAI21X1_27 NAND2X1_30 OAI21X1_28 NAND2X1_31 OAI21X1_29 NAND2X1_32 OAI21X1_30 NAND2X1_33 OAI21X1_31 NAND2X1_34 OAI21X1_32 NAND2X1_35 OAI21X1_33 NAND2X1_36 OAI21X1_34 NAND2X1_37 OAI21X1_35 NAND2X1_38 OAI21X1_36 NAND2X1_39 OAI21X1_37 NAND2X1_40 OAI21X1_38 NAND2X1_41 OAI21X1_39 NAND2X1_42 OAI21X1_40 NAND2X1_43 OAI21X1_41 NAND2X1_44 OAI21X1_42 NAND2X1_45 OAI21X1_43 NAND2X1_46 OAI21X1_44 NAND2X1_47 OAI21X1_45 NAND2X1_48 OAI21X1_46 NAND2X1_49 OAI21X1_47 NAND2X1_50 OAI21X1_48 NAND2X1_51 OAI21X1_49 NAND2X1_52 OAI21X1_50 NAND2X1_53 OAI21X1_51 NAND2X1_54 OAI21X1_52 NAND2X1_55 OAI21X1_53 NAND2X1_56 OAI21X1_54 NAND2X1_57 OAI21X1_55 NAND2X1_58 OAI21X1_56 NAND2X1_59 OAI21X1_57 NAND2X1_60 OAI21X1_58 NAND2X1_61 OAI21X1_59 NAND2X1_62 OAI21X1_60 NAND2X1_63 OAI21X1_61 NAND2X1_64 OAI21X1_62 NAND2X1_65 OAI21X1_63 NAND2X1_66 OAI21X1_64
NAND2X1_3 OAI21X1_1
OAI21X1_1 DFFPOSX1_136
MUX2X1_2 OAI21X1_2
NAND2X1_4 OAI21X1_2
OAI21X1_2 DFFPOSX1_137
MUX2X1_3 OAI21X1_3
NAND2X1_5 OAI21X1_3
OAI21X1_3 DFFPOSX1_138
MUX2X1_4 OAI21X1_4
NAND2X1_6 OAI21X1_4
OAI21X1_4 DFFPOSX1_139
MUX2X1_5 OAI21X1_5
NAND2X1_7 OAI21X1_5
OAI21X1_5 DFFPOSX1_140
MUX2X1_6 OAI21X1_6
NAND2X1_8 OAI21X1_6
OAI21X1_6 DFFPOSX1_141
MUX2X1_7 OAI21X1_7
NAND2X1_9 OAI21X1_7
OAI21X1_7 DFFPOSX1_142
MUX2X1_8 OAI21X1_8
NAND2X1_10 OAI21X1_8
OAI21X1_8 DFFPOSX1_143
MUX2X1_9 OAI21X1_9
NAND2X1_11 OAI21X1_9
OAI21X1_9 DFFPOSX1_144
MUX2X1_10 OAI21X1_10
NAND2X1_12 OAI21X1_10
OAI21X1_10 DFFPOSX1_145
MUX2X1_11 OAI21X1_11
NAND2X1_13 OAI21X1_11
OAI21X1_11 DFFPOSX1_146
MUX2X1_12 OAI21X1_12
NAND2X1_14 OAI21X1_12
OAI21X1_12 DFFPOSX1_147
MUX2X1_13 OAI21X1_13
NAND2X1_15 OAI21X1_13
OAI21X1_13 DFFPOSX1_148
MUX2X1_14 OAI21X1_14
NAND2X1_16 OAI21X1_14
OAI21X1_14 DFFPOSX1_149
MUX2X1_15 OAI21X1_15
NAND2X1_17 OAI21X1_15
OAI21X1_15 DFFPOSX1_150
MUX2X1_16 OAI21X1_16
NAND2X1_18 OAI21X1_16
OAI21X1_16 DFFPOSX1_151
MUX2X1_17 OAI21X1_17
NAND2X1_19 OAI21X1_17
OAI21X1_17 DFFPOSX1_152
MUX2X1_18 OAI21X1_18
NAND2X1_20 OAI21X1_18
OAI21X1_18 DFFPOSX1_153
MUX2X1_19 OAI21X1_19
NAND2X1_21 OAI21X1_19
OAI21X1_19 DFFPOSX1_154
MUX2X1_20 OAI21X1_20
NAND2X1_22 OAI21X1_20
OAI21X1_20 DFFPOSX1_155
MUX2X1_21 OAI21X1_21
NAND2X1_23 OAI21X1_21
OAI21X1_21 DFFPOSX1_156
MUX2X1_22 OAI21X1_22
NAND2X1_24 OAI21X1_22
OAI21X1_22 DFFPOSX1_157
MUX2X1_23 OAI21X1_23
NAND2X1_25 OAI21X1_23
OAI21X1_23 DFFPOSX1_158
MUX2X1_24 OAI21X1_24
NAND2X1_26 OAI21X1_24
OAI21X1_24 DFFPOSX1_159
MUX2X1_25 OAI21X1_25
NAND2X1_27 OAI21X1_25
OAI21X1_25 DFFPOSX1_160
MUX2X1_26 OAI21X1_26
NAND2X1_28 OAI21X1_26
OAI21X1_26 DFFPOSX1_161
MUX2X1_27 OAI21X1_27
NAND2X1_29 OAI21X1_27
OAI21X1_27 DFFPOSX1_162
MUX2X1_28 OAI21X1_28
NAND2X1_30 OAI21X1_28
OAI21X1_28 DFFPOSX1_163
MUX2X1_29 OAI21X1_29
NAND2X1_31 OAI21X1_29
OAI21X1_29 DFFPOSX1_164
MUX2X1_30 OAI21X1_30
NAND2X1_32 OAI21X1_30
OAI21X1_30 DFFPOSX1_165
MUX2X1_31 OAI21X1_31
NAND2X1_33 OAI21X1_31
OAI21X1_31 DFFPOSX1_166
MUX2X1_32 OAI21X1_32
NAND2X1_34 OAI21X1_32
OAI21X1_32 DFFPOSX1_167
MUX2X1_33 OAI21X1_33
NAND2X1_35 OAI21X1_33
OAI21X1_33 DFFPOSX1_104
MUX2X1_34 OAI21X1_34
NAND2X1_36 OAI21X1_34
OAI21X1_34 DFFPOSX1_105
MUX2X1_35 OAI21X1_35
NAND2X1_37 OAI21X1_35
OAI21X1_35 DFFPOSX1_106
MUX2X1_36 OAI21X1_36
NAND2X1_38 OAI21X1_36
OAI21X1_36 DFFPOSX1_107
MUX2X1_37 OAI21X1_37
NAND2X1_39 OAI21X1_37
OAI21X1_37 DFFPOSX1_108
MUX2X1_38 OAI21X1_38
NAND2X1_40 OAI21X1_38
OAI21X1_38 DFFPOSX1_109
MUX2X1_39 OAI21X1_39
NAND2X1_41 OAI21X1_39
OAI21X1_39 DFFPOSX1_110
MUX2X1_40 OAI21X1_40
NAND2X1_42 OAI21X1_40
OAI21X1_40 DFFPOSX1_111
MUX2X1_41 OAI21X1_41
NAND2X1_43 OAI21X1_41
OAI21X1_41 DFFPOSX1_112
MUX2X1_42 OAI21X1_42
NAND2X1_44 OAI21X1_42
OAI21X1_42 DFFPOSX1_113
MUX2X1_43 OAI21X1_43
NAND2X1_45 OAI21X1_43
OAI21X1_43 DFFPOSX1_114
MUX2X1_44 OAI21X1_44
NAND2X1_46 OAI21X1_44
OAI21X1_44 DFFPOSX1_115
MUX2X1_45 OAI21X1_45
NAND2X1_47 OAI21X1_45
OAI21X1_45 DFFPOSX1_116
MUX2X1_46 OAI21X1_46
NAND2X1_48 OAI21X1_46
OAI21X1_46 DFFPOSX1_117
MUX2X1_47 OAI21X1_47
NAND2X1_49 OAI21X1_47
OAI21X1_47 DFFPOSX1_118
MUX2X1_48 OAI21X1_48
NAND2X1_50 OAI21X1_48
OAI21X1_48 DFFPOSX1_119
MUX2X1_49 OAI21X1_49
NAND2X1_51 OAI21X1_49
OAI21X1_49 DFFPOSX1_120
MUX2X1_50 OAI21X1_50
NAND2X1_52 OAI21X1_50
OAI21X1_50 DFFPOSX1_121
MUX2X1_51 OAI21X1_51
NAND2X1_53 OAI21X1_51
OAI21X1_51 DFFPOSX1_122
MUX2X1_52 OAI21X1_52
NAND2X1_54 OAI21X1_52
OAI21X1_52 DFFPOSX1_123
MUX2X1_53 OAI21X1_53
NAND2X1_55 OAI21X1_53
OAI21X1_53 DFFPOSX1_124
MUX2X1_54 OAI21X1_54
NAND2X1_56 OAI21X1_54
OAI21X1_54 DFFPOSX1_125
MUX2X1_55 OAI21X1_55
NAND2X1_57 OAI21X1_55
OAI21X1_55 DFFPOSX1_126
MUX2X1_56 OAI21X1_56
NAND2X1_58 OAI21X1_56
OAI21X1_56 DFFPOSX1_127
MUX2X1_57 OAI21X1_57
NAND2X1_59 OAI21X1_57
OAI21X1_57 DFFPOSX1_128
MUX2X1_58 OAI21X1_58
NAND2X1_60 OAI21X1_58
OAI21X1_58 DFFPOSX1_129
MUX2X1_59 OAI21X1_59
NAND2X1_61 OAI21X1_59
OAI21X1_59 DFFPOSX1_130
MUX2X1_60 OAI21X1_60
NAND2X1_62 OAI21X1_60
OAI21X1_60 DFFPOSX1_131
MUX2X1_61 OAI21X1_61
NAND2X1_63 OAI21X1_61
OAI21X1_61 DFFPOSX1_132
MUX2X1_62 OAI21X1_62
NAND2X1_64 OAI21X1_62
OAI21X1_62 DFFPOSX1_133
MUX2X1_63 OAI21X1_63
NAND2X1_65 OAI21X1_63
OAI21X1_63 DFFPOSX1_134
MUX2X1_64 OAI21X1_64
NAND2X1_66 OAI21X1_64
OAI21X1_64 DFFPOSX1_135
INVX1_68 NOR2X1_69 NAND2X1_75 AOI22X1_7 NAND3X1_5
NOR2X1_69 NOR2X1_70 OAI21X1_66
OAI21X1_65 NOR2X1_70
NOR2X1_70 DFFPOSX1_34
NAND2X1_67 NOR2X1_71 NOR2X1_73 OAI21X1_72 OAI22X1_4 OAI21X1_73 OAI22X1_6
NOR2X1_71 NOR2X1_72 OAI21X1_67 AOI21X1_66 NAND2X1_69
OAI21X1_66 NOR2X1_72
NOR2X1_72 DFFPOSX1_35
OAI21X1_67 AOI21X1_66
AOI21X1_66 DFFPOSX1_36
INVX1_69 OAI21X1_68 OAI21X1_72 OAI21X1_74
NAND3X1_1 OAI21X1_68 INVX1_83 AOI21X1_72
OAI21X1_68 OAI21X1_69
NAND2X1_68 NOR2X1_73 INVX1_71 OAI22X1_1 OAI22X1_3 OAI22X1_4
NOR2X1_73 INVX1_70 NAND2X1_71
INVX1_70 OAI21X1_69 OAI21X1_70
OAI21X1_69 NOR2X1_74
NOR2X1_74 DFFPOSX1_37
INVX1_71 NAND2X1_69
NAND2X1_69 AOI21X1_67
NAND2X1_70 OAI21X1_70 INVX1_72 NOR2X1_79
OAI21X1_70 AOI21X1_67
AOI21X1_67 DFFPOSX1_38
INVX1_72 NAND2X1_71 AOI22X1_6
NAND2X1_71 AOI21X1_68
NOR2X1_75 AOI21X1_68
AOI21X1_68 DFFPOSX1_39
INVX1_73 AOI21X1_69
AOI21X1_69 NOR2X1_76
NOR2X1_76 DFFPOSX1_33
INVX1_74 NAND2X1_72 AOI22X1_7 NAND3X1_5
NAND2X1_72 INVX1_75 NOR2X1_78 OAI22X1_1 OAI22X1_3
INVX1_75 NAND2X1_74 AOI22X1_5
OR2X2_3 OAI21X1_71 NOR2X1_78 OAI22X1_6
INVX1_76 NAND3X1_2 NAND2X1_73 NOR2X1_77 NOR2X1_79 OAI21X1_72 OAI21X1_73 AOI22X1_7 OAI21X1_74
NAND3X1_2 OAI21X1_71 OAI22X1_6 NOR2X1_80
NAND2X1_73 OAI21X1_71
OAI21X1_71 NAND2X1_74 AOI22X1_1
NAND2X1_74 NAND2X1_76
NAND2X1_75 INVX1_77 OAI22X1_1 OAI22X1_3
INVX1_77 NAND3X1_3 AOI22X1_1 AOI22X1_2
NOR2X1_77 NAND3X1_3 AOI22X1_1
NAND3X1_3 NAND2X1_76
NAND2X1_76 AOI21X1_70 AOI21X1_73 AOI21X1_74 AOI21X1_75 AOI21X1_76 AOI21X1_77 AOI21X1_78 AOI21X1_79 AOI21X1_80 AOI21X1_81 AOI21X1_82 AOI21X1_83 AOI21X1_84 AOI21X1_85 AOI21X1_86 AOI21X1_87 AOI21X1_88 AOI21X1_89 AOI21X1_90 AOI21X1_91 AOI21X1_92 AOI21X1_93 AOI21X1_94 AOI21X1_95 AOI21X1_96 AOI21X1_97 AOI21X1_98 AOI21X1_99 AOI21X1_100 AOI21X1_101 AOI21X1_102 AOI21X1_103
INVX1_78 OAI22X1_2
INVX1_79 OAI22X1_2
NOR2X1_78 AOI22X1_1
AOI22X1_1 OAI22X1_2 OAI22X1_7 OAI22X1_9 OAI22X1_11 OAI22X1_13 OAI22X1_15 OAI22X1_17 OAI22X1_19 OAI22X1_21 OAI22X1_23 OAI22X1_25 OAI22X1_27 OAI22X1_29 OAI22X1_31 OAI22X1_33 OAI22X1_35 OAI22X1_37 OAI22X1_39 OAI22X1_41 OAI22X1_43 OAI22X1_45 OAI22X1_47 OAI22X1_49 OAI22X1_51 OAI22X1_53 OAI22X1_55 OAI22X1_57 OAI22X1_59 OAI22X1_61 OAI22X1_63 OAI22X1_65 OAI22X1_67
OAI22X1_1 AOI22X1_2
NOR2X1_79 AOI22X1_2 AOI22X1_3 AOI22X1_5
AOI22X1_2 OAI22X1_2 OAI22X1_8 OAI22X1_9 OAI22X1_11 OAI22X1_14 OAI22X1_15 OAI22X1_18 OAI22X1_19 OAI22X1_21 OAI22X1_23 OAI22X1_25 OAI22X1_28 OAI22X1_30 OAI22X1_31 OAI22X1_34 OAI22X1_36 OAI22X1_38 OAI22X1_39 OAI22X1_41 OAI22X1_43 OAI22X1_45 OAI22X1_48 OAI22X1_50 OAI22X1_52 OAI22X1_53 OAI22X1_55 OAI22X1_58 OAI22X1_60 OAI22X1_61 OAI22X1_64 OAI22X1_66 OAI22X1_68
OAI22X1_2 AOI21X1_70
AOI21X1_70 NAND3X1_6
INVX1_80 AOI22X1_3
OAI21X1_72 AOI22X1_3
AOI22X1_3 AOI21X1_71
AOI21X1_71 AOI22X1_4 AOI22X1_8 AOI22X1_9 AOI22X1_10 AOI22X1_11 AOI22X1_12 AOI22X1_13 AOI22X1_14 AOI22X1_15 AOI22X1_16 AOI22X1_17 AOI22X1_18 AOI22X1_19 AOI22X1_20 AOI22X1_21 AOI22X1_22 AOI22X1_23 AOI22X1_24 AOI22X1_25 AOI22X1_26 AOI22X1_27 AOI22X1_28 AOI22X1_29 AOI22X1_30 AOI22X1_31 AOI22X1_32 AOI22X1_33 AOI22X1_34 AOI22X1_35 AOI22X1_36 AOI22X1_37 AOI22X1_38
AOI22X1_4 NAND3X1_6
INVX1_81 OAI22X1_5
INVX1_82 OAI22X1_5
OAI22X1_3 AOI22X1_5
AOI22X1_5 OAI22X1_5 OAI22X1_8 OAI22X1_10 OAI22X1_12 OAI22X1_14 OAI22X1_16 OAI22X1_18 OAI22X1_20 OAI22X1_22 OAI22X1_24 OAI22X1_26 OAI22X1_28 OAI22X1_30 OAI22X1_32 OAI22X1_34 OAI22X1_36 OAI22X1_38 OAI22X1_40 OAI22X1_42 OAI22X1_44 OAI22X1_46 OAI22X1_48 OAI22X1_50 OAI22X1_52 OAI22X1_54 OAI22X1_56 OAI22X1_58 OAI22X1_60 OAI22X1_62 OAI22X1_64 OAI22X1_66 OAI22X1_68
INVX1_83 AOI22X1_6
OAI22X1_4 AOI22X1_6
AOI22X1_6 OAI22X1_5 OAI22X1_7 OAI22X1_10 OAI22X1_12 OAI22X1_13 OAI22X1_16 OAI22X1_17 OAI22X1_20 OAI22X1_22 OAI22X1_24 OAI22X1_26 OAI22X1_27 OAI22X1_29 OAI22X1_32 OAI22X1_33 OAI22X1_35 OAI22X1_37 OAI22X1_40 OAI22X1_42 OAI22X1_44 OAI22X1_46 OAI22X1_47 OAI22X1_49 OAI22X1_51 OAI22X1_54 OAI22X1_56 OAI22X1_57 OAI22X1_59 OAI22X1_62 OAI22X1_63 OAI22X1_65 OAI22X1_67
OAI22X1_5 NOR2X1_81
