#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/gost28147-89_latest/verilog/osu035/gost89_round.v --output_format txt --do-not-zip -o adjlist/gost28147-89_latest/osu035/gost89_round -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 12:23:07 2025
# 
INPUT_\sbox[0]  NAND3X1_262
NAND2X1_59 NOR2X1_107 NOR3X1_3
NOR2X1_107 NAND2X1_60 NAND2X1_62 NAND2X1_64 NAND2X1_66
NAND2X1_60 NAND3X1_49
NAND3X1_48 NAND3X1_49
NOR3X1_3 AOI22X1_5 AOI22X1_6 AOI22X1_7 AOI22X1_8
NOR3X1_4 AOI22X1_5 AOI22X1_6 AOI22X1_7 AOI22X1_8
AOI22X1_5 NAND3X1_49
NAND3X1_49 NOR2X1_108
NOR2X1_108 NAND3X1_50
NAND3X1_50 XOR2X1_27
INVX1_84 OAI21X1_43
NAND3X1_51 OAI21X1_43
OAI21X1_43 NOR2X1_109
INVX1_85 OAI22X1_11
INVX1_86 OAI22X1_11
OAI22X1_11 NOR2X1_109
NOR2X1_109 NAND3X1_59
INVX1_87 OAI22X1_12
INVX1_88 OAI22X1_12
OAI22X1_12 NOR2X1_110
INVX1_89 OAI21X1_44
NAND2X1_61 OAI21X1_44
OAI21X1_44 NOR2X1_110
NOR2X1_110 NAND3X1_59
NAND3X1_52 NAND3X1_56
NAND3X1_53 NAND3X1_56
NAND3X1_54 AND2X2_34
NAND3X1_55 AND2X2_34
AND2X2_34 NAND3X1_56
NAND3X1_56 NOR2X1_111
NAND2X1_62 NAND3X1_58
NAND3X1_57 NAND3X1_58
AOI22X1_6 NAND3X1_58
NAND3X1_58 NOR2X1_111
NOR2X1_111 NAND3X1_59
NAND3X1_59 XOR2X1_28
INVX1_90 OAI21X1_45
NAND3X1_60 OAI21X1_45
OAI21X1_45 NOR2X1_112
INVX1_91 OAI22X1_13
INVX1_92 OAI22X1_13
OAI22X1_13 NOR2X1_112
NOR2X1_112 NAND3X1_68
INVX1_93 OAI22X1_14
INVX1_94 OAI22X1_14
OAI22X1_14 NOR2X1_113
INVX1_95 OAI21X1_46
NAND2X1_63 OAI21X1_46
OAI21X1_46 NOR2X1_113
NOR2X1_113 NAND3X1_68
NAND3X1_61 NAND3X1_65
NAND3X1_62 NAND3X1_65
NAND3X1_63 AND2X2_35
NAND3X1_64 AND2X2_35
AND2X2_35 NAND3X1_65
NAND3X1_65 NOR2X1_114
NAND2X1_64 NAND3X1_67
NAND3X1_66 NAND3X1_67
AOI22X1_7 NAND3X1_67
NAND3X1_67 NOR2X1_114
NOR2X1_114 NAND3X1_68
NAND3X1_68 XOR2X1_29
INVX1_96 OAI21X1_47
NAND3X1_69 OAI21X1_47
OAI21X1_47 NOR2X1_115
INVX1_97 OAI22X1_15
INVX1_98 OAI22X1_15
OAI22X1_15 NOR2X1_115
NOR2X1_115 NAND3X1_77
INVX1_99 OAI22X1_16
INVX1_100 OAI22X1_16
OAI22X1_16 NOR2X1_116
INVX1_101 OAI21X1_48
NAND2X1_65 OAI21X1_48
OAI21X1_48 NOR2X1_116
NOR2X1_116 NAND3X1_77
NAND3X1_70 NAND3X1_74
NAND3X1_71 NAND3X1_74
NAND3X1_72 AND2X2_36
NAND3X1_73 AND2X2_36
AND2X2_36 NAND3X1_74
NAND3X1_74 NOR2X1_117
NAND2X1_66 NAND3X1_76
NAND3X1_75 NAND3X1_76
AOI22X1_8 NAND3X1_76
NAND3X1_76 NOR2X1_117
NOR2X1_117 NAND3X1_77
NAND3X1_77 XOR2X1_30
INVX1_102 OAI21X1_49
INVX1_103 NAND2X1_67 NOR2X1_119 NOR3X1_5
NAND2X1_67 INVX1_104 NOR2X1_125
INVX1_104 NAND3X1_78 NAND2X1_69 NAND3X1_80 NAND3X1_87 NAND3X1_89 NAND3X1_96 NAND3X1_98 NAND3X1_105 NAND3X1_107
INVX1_105 NAND2X1_68 NOR2X1_118
NAND2X1_68 INVX1_106 NOR2X1_122
INVX1_106 NAND3X1_78 NAND2X1_70 NAND2X1_72 NAND3X1_87 NAND3X1_96 NAND3X1_105
NAND3X1_78 OAI21X1_49
NOR2X1_118 NAND2X1_69 NAND2X1_71 NAND2X1_73 NAND2X1_76
NAND2X1_69 OAI21X1_49 OAI21X1_51 OAI21X1_53 OAI21X1_55
OAI21X1_49 NOR2X1_120
INVX1_107 OAI22X1_17
INVX1_108 OAI22X1_17
NOR2X1_119 NAND2X1_70 NAND2X1_71 NAND3X1_84 NAND3X1_93 NAND3X1_102 NAND3X1_111
NAND2X1_70 OAI22X1_17 OAI22X1_19 OAI22X1_21 OAI22X1_23
NAND2X1_71 OAI22X1_17 OAI22X1_19 OAI22X1_21 OAI22X1_23
OAI22X1_17 NOR2X1_120
NOR2X1_120 NAND3X1_86
INVX1_109 OAI22X1_18
INVX1_110 OAI22X1_18
NOR2X1_121 NAND2X1_72 NAND2X1_73 NAND3X1_79 NAND3X1_81 NAND3X1_88 NAND3X1_90 NAND3X1_97 NAND3X1_99 NAND3X1_106 NAND3X1_108
NAND2X1_72 OAI22X1_18 OAI22X1_20 OAI22X1_22 OAI22X1_24
NAND2X1_73 OAI22X1_18 OAI22X1_20 OAI22X1_22 OAI22X1_24
OAI22X1_18 NOR2X1_123
INVX1_111 OAI21X1_50
NAND2X1_74 NOR2X1_122 NOR3X1_6
NOR2X1_122 NAND2X1_75 NAND2X1_79 NAND2X1_81 NAND2X1_83
NAND2X1_75 OAI21X1_50
AND2X2_37 NAND2X1_76 NAND3X1_82 NAND3X1_91 NAND3X1_100 NAND3X1_109
NAND2X1_76 OAI21X1_50 OAI21X1_52 OAI21X1_54 OAI21X1_56
OAI21X1_50 NOR2X1_123
NOR2X1_123 NAND3X1_86
AND2X2_38 NAND3X1_79 NAND3X1_82 NAND3X1_88 NAND3X1_91 NAND3X1_97 NAND3X1_100 NAND3X1_106 NAND3X1_109
NAND3X1_79 NAND3X1_83
NOR2X1_124 NAND3X1_80 NAND3X1_81 NAND3X1_84 NAND3X1_89 NAND3X1_90 NAND3X1_93 NAND3X1_98 NAND3X1_99 NAND3X1_102 NAND3X1_107 NAND3X1_108 NAND3X1_111
NAND3X1_80 NAND3X1_83
NAND3X1_81 AND2X2_39
NAND3X1_82 AND2X2_39
AND2X2_39 NAND3X1_83
NAND3X1_83 NOR2X1_126
NAND2X1_77 NOR2X1_125 NOR3X1_5
NOR2X1_125 NAND2X1_78 NAND2X1_80 NAND2X1_82 NAND2X1_84
NAND2X1_78 NAND3X1_85
NAND3X1_84 NAND3X1_85
NOR3X1_5 AOI22X1_9 AOI22X1_10 AOI22X1_11 AOI22X1_12
NOR3X1_6 AOI22X1_9 AOI22X1_10 AOI22X1_11 AOI22X1_12
AOI22X1_9 NAND3X1_85
NAND3X1_85 NOR2X1_126
NOR2X1_126 NAND3X1_86
NAND3X1_86 XOR2X1_31
INVX1_112 OAI21X1_51
NAND3X1_87 OAI21X1_51
OAI21X1_51 NOR2X1_127
INVX1_113 OAI22X1_19
INVX1_114 OAI22X1_19
OAI22X1_19 NOR2X1_127
NOR2X1_127 NAND3X1_95
INVX1_115 OAI22X1_20
INVX1_116 OAI22X1_20
OAI22X1_20 NOR2X1_128
INVX1_117 OAI21X1_52
NAND2X1_79 OAI21X1_52
OAI21X1_52 NOR2X1_128
NOR2X1_128 NAND3X1_95
NAND3X1_88 NAND3X1_92
NAND3X1_89 NAND3X1_92
NAND3X1_90 AND2X2_40
NAND3X1_91 AND2X2_40
AND2X2_40 NAND3X1_92
NAND3X1_92 NOR2X1_129
NAND2X1_80 NAND3X1_94
NAND3X1_93 NAND3X1_94
AOI22X1_10 NAND3X1_94
NAND3X1_94 NOR2X1_129
NOR2X1_129 NAND3X1_95
NAND3X1_95 XOR2X1_32
INVX1_118 OAI21X1_53
NAND3X1_96 OAI21X1_53
OAI21X1_53 NOR2X1_130
INVX1_119 OAI22X1_21
INVX1_120 OAI22X1_21
OAI22X1_21 NOR2X1_130
NOR2X1_130 NAND3X1_104
INVX1_121 OAI22X1_22
INVX1_122 OAI22X1_22
OAI22X1_22 NOR2X1_131
INVX1_123 OAI21X1_54
NAND2X1_81 OAI21X1_54
OAI21X1_54 NOR2X1_131
NOR2X1_131 NAND3X1_104
NAND3X1_97 NAND3X1_101
NAND3X1_98 NAND3X1_101
NAND3X1_99 AND2X2_41
NAND3X1_100 AND2X2_41
AND2X2_41 NAND3X1_101
NAND3X1_101 NOR2X1_132
NAND2X1_82 NAND3X1_103
NAND3X1_102 NAND3X1_103
AOI22X1_11 NAND3X1_103
NAND3X1_103 NOR2X1_132
NOR2X1_132 NAND3X1_104
NAND3X1_104 XOR2X1_33
INVX1_124 OAI21X1_55
NAND3X1_105 OAI21X1_55
OAI21X1_55 NOR2X1_133
INVX1_125 OAI22X1_23
INVX1_126 OAI22X1_23
OAI22X1_23 NOR2X1_133
NOR2X1_133 NAND3X1_113
INVX1_127 OAI22X1_24
INVX1_128 OAI22X1_24
OAI22X1_24 NOR2X1_134
INVX1_129 OAI21X1_56
NAND2X1_83 OAI21X1_56
OAI21X1_56 NOR2X1_134
NOR2X1_134 NAND3X1_113
NAND3X1_106 NAND3X1_110
NAND3X1_107 NAND3X1_110
NAND3X1_108 AND2X2_42
NAND3X1_109 AND2X2_42
AND2X2_42 NAND3X1_110
NAND3X1_110 NOR2X1_135
NAND2X1_84 NAND3X1_112
NAND3X1_111 NAND3X1_112
AOI22X1_12 NAND3X1_112
NAND3X1_112 NOR2X1_135
NOR2X1_135 NAND3X1_113
NAND3X1_113 XOR2X1_34
INVX1_130 OAI21X1_57
INVX1_131 NAND2X1_85 NOR2X1_137 NOR3X1_7
NAND2X1_85 INVX1_132 NOR2X1_143
INVX1_132 NAND3X1_114 NAND2X1_87 NAND3X1_116 NAND3X1_123 NAND3X1_125 NAND3X1_132 NAND3X1_134 NAND3X1_141 NAND3X1_143
INVX1_133 NAND2X1_86 NOR2X1_136
NAND2X1_86 INVX1_134 NOR2X1_140
INVX1_134 NAND3X1_114 NAND2X1_88 NAND2X1_90 NAND3X1_123 NAND3X1_132 NAND3X1_141
NAND3X1_114 OAI21X1_57
NOR2X1_136 NAND2X1_87 NAND2X1_89 NAND2X1_91 NAND2X1_94
NAND2X1_87 OAI21X1_57 OAI21X1_59 OAI21X1_61 OAI21X1_63
OAI21X1_57 NOR2X1_138
INVX1_135 OAI22X1_25
INVX1_136 OAI22X1_25
NOR2X1_137 NAND2X1_88 NAND2X1_89 NAND3X1_120 NAND3X1_129 NAND3X1_138 NAND3X1_147
NAND2X1_88 OAI22X1_25 OAI22X1_27 OAI22X1_29 OAI22X1_31
NAND2X1_89 OAI22X1_25 OAI22X1_27 OAI22X1_29 OAI22X1_31
OAI22X1_25 NOR2X1_138
NOR2X1_138 NAND3X1_122
INVX1_137 OAI22X1_26
INVX1_138 OAI22X1_26
NOR2X1_139 NAND2X1_90 NAND2X1_91 NAND3X1_115 NAND3X1_117 NAND3X1_124 NAND3X1_126 NAND3X1_133 NAND3X1_135 NAND3X1_142 NAND3X1_144
NAND2X1_90 OAI22X1_26 OAI22X1_28 OAI22X1_30 OAI22X1_32
NAND2X1_91 OAI22X1_26 OAI22X1_28 OAI22X1_30 OAI22X1_32
OAI22X1_26 NOR2X1_141
INVX1_139 OAI21X1_58
NAND2X1_92 NOR2X1_140 NOR3X1_8
NOR2X1_140 NAND2X1_93 NAND2X1_97 NAND2X1_99 NAND2X1_101
NAND2X1_93 OAI21X1_58
AND2X2_43 NAND2X1_94 NAND3X1_118 NAND3X1_127 NAND3X1_136 NAND3X1_145
NAND2X1_94 OAI21X1_58 OAI21X1_60 OAI21X1_62 OAI21X1_64
OAI21X1_58 NOR2X1_141
NOR2X1_141 NAND3X1_122
AND2X2_44 NAND3X1_115 NAND3X1_118 NAND3X1_124 NAND3X1_127 NAND3X1_133 NAND3X1_136 NAND3X1_142 NAND3X1_145
NAND3X1_115 NAND3X1_119
NOR2X1_142 NAND3X1_116 NAND3X1_117 NAND3X1_120 NAND3X1_125 NAND3X1_126 NAND3X1_129 NAND3X1_134 NAND3X1_135 NAND3X1_138 NAND3X1_143 NAND3X1_144 NAND3X1_147
NAND3X1_116 NAND3X1_119
NAND3X1_117 AND2X2_45
NAND3X1_118 AND2X2_45
AND2X2_45 NAND3X1_119
NAND3X1_119 NOR2X1_144
NAND2X1_95 NOR2X1_143 NOR3X1_7
NOR2X1_143 NAND2X1_96 NAND2X1_98 NAND2X1_100 NAND2X1_102
NAND2X1_96 NAND3X1_121
NAND3X1_120 NAND3X1_121
NOR3X1_7 AOI22X1_13 AOI22X1_14 AOI22X1_15 AOI22X1_16
NOR3X1_8 AOI22X1_13 AOI22X1_14 AOI22X1_15 AOI22X1_16
AOI22X1_13 NAND3X1_121
NAND3X1_121 NOR2X1_144
NOR2X1_144 NAND3X1_122
NAND3X1_122 XOR2X1_35
INVX1_140 OAI21X1_59
NAND3X1_123 OAI21X1_59
OAI21X1_59 NOR2X1_145
INVX1_141 OAI22X1_27
INVX1_142 OAI22X1_27
OAI22X1_27 NOR2X1_145
NOR2X1_145 NAND3X1_131
INVX1_143 OAI22X1_28
INVX1_144 OAI22X1_28
OAI22X1_28 NOR2X1_146
INVX1_145 OAI21X1_60
NAND2X1_97 OAI21X1_60
OAI21X1_60 NOR2X1_146
NOR2X1_146 NAND3X1_131
NAND3X1_124 NAND3X1_128
NAND3X1_125 NAND3X1_128
NAND3X1_126 AND2X2_46
NAND3X1_127 AND2X2_46
AND2X2_46 NAND3X1_128
NAND3X1_128 NOR2X1_147
NAND2X1_98 NAND3X1_130
NAND3X1_129 NAND3X1_130
AOI22X1_14 NAND3X1_130
NAND3X1_130 NOR2X1_147
NOR2X1_147 NAND3X1_131
NAND3X1_131 XOR2X1_36
INVX1_146 OAI21X1_61
NAND3X1_132 OAI21X1_61
OAI21X1_61 NOR2X1_148
INVX1_147 OAI22X1_29
INVX1_148 OAI22X1_29
OAI22X1_29 NOR2X1_148
NOR2X1_148 NAND3X1_140
INVX1_149 OAI22X1_30
INVX1_150 OAI22X1_30
OAI22X1_30 NOR2X1_149
INVX1_151 OAI21X1_62
NAND2X1_99 OAI21X1_62
OAI21X1_62 NOR2X1_149
NOR2X1_149 NAND3X1_140
NAND3X1_133 NAND3X1_137
NAND3X1_134 NAND3X1_137
NAND3X1_135 AND2X2_47
NAND3X1_136 AND2X2_47
AND2X2_47 NAND3X1_137
NAND3X1_137 NOR2X1_150
NAND2X1_100 NAND3X1_139
NAND3X1_138 NAND3X1_139
AOI22X1_15 NAND3X1_139
NAND3X1_139 NOR2X1_150
NOR2X1_150 NAND3X1_140
NAND3X1_140 XOR2X1_37
INVX1_152 OAI21X1_63
NAND3X1_141 OAI21X1_63
OAI21X1_63 NOR2X1_151
INVX1_153 OAI22X1_31
INVX1_154 OAI22X1_31
OAI22X1_31 NOR2X1_151
NOR2X1_151 NAND3X1_149
INVX1_155 OAI22X1_32
INVX1_156 OAI22X1_32
OAI22X1_32 NOR2X1_152
INVX1_157 OAI21X1_64
NAND2X1_101 OAI21X1_64
OAI21X1_64 NOR2X1_152
NOR2X1_152 NAND3X1_149
NAND3X1_142 NAND3X1_146
NAND3X1_143 NAND3X1_146
NAND3X1_144 AND2X2_48
NAND3X1_145 AND2X2_48
AND2X2_48 NAND3X1_146
NAND3X1_146 NOR2X1_153
NAND2X1_102 NAND3X1_148
NAND3X1_147 NAND3X1_148
AOI22X1_16 NAND3X1_148
NAND3X1_148 NOR2X1_153
NOR2X1_153 NAND3X1_149
NAND3X1_149 XOR2X1_38
INVX1_158 OAI21X1_65
INVX1_159 NAND2X1_103 NOR2X1_155 NOR3X1_9
NAND2X1_103 INVX1_160 NOR2X1_161
INVX1_160 NAND3X1_150 NAND2X1_105 NAND3X1_152 NAND3X1_159 NAND3X1_161 NAND3X1_168 NAND3X1_170 NAND3X1_177 NAND3X1_179
INVX1_161 NAND2X1_104 NOR2X1_154
NAND2X1_104 INVX1_162 NOR2X1_158
INVX1_162 NAND3X1_150 NAND2X1_106 NAND2X1_108 NAND3X1_159 NAND3X1_168 NAND3X1_177
NAND3X1_150 OAI21X1_65
NOR2X1_154 NAND2X1_105 NAND2X1_107 NAND2X1_109 NAND2X1_112
NAND2X1_105 OAI21X1_65 OAI21X1_67 OAI21X1_69 OAI21X1_71
OAI21X1_65 NOR2X1_156
INVX1_163 OAI22X1_33
INVX1_164 OAI22X1_33
NOR2X1_155 NAND2X1_106 NAND2X1_107 NAND3X1_156 NAND3X1_165 NAND3X1_174 NAND3X1_183
NAND2X1_106 OAI22X1_33 OAI22X1_35 OAI22X1_37 OAI22X1_39
NAND2X1_107 OAI22X1_33 OAI22X1_35 OAI22X1_37 OAI22X1_39
OAI22X1_33 NOR2X1_156
NOR2X1_156 NAND3X1_158
INVX1_165 OAI22X1_34
INVX1_166 OAI22X1_34
NOR2X1_157 NAND2X1_108 NAND2X1_109 NAND3X1_151 NAND3X1_153 NAND3X1_160 NAND3X1_162 NAND3X1_169 NAND3X1_171 NAND3X1_178 NAND3X1_180
NAND2X1_108 OAI22X1_34 OAI22X1_36 OAI22X1_38 OAI22X1_40
NAND2X1_109 OAI22X1_34 OAI22X1_36 OAI22X1_38 OAI22X1_40
OAI22X1_34 NOR2X1_159
INVX1_167 OAI21X1_66
NAND2X1_110 NOR2X1_158 NOR3X1_10
NOR2X1_158 NAND2X1_111 NAND2X1_115 NAND2X1_117 NAND2X1_119
NAND2X1_111 OAI21X1_66
AND2X2_49 NAND2X1_112 NAND3X1_154 NAND3X1_163 NAND3X1_172 NAND3X1_181
NAND2X1_112 OAI21X1_66 OAI21X1_68 OAI21X1_70 OAI21X1_72
OAI21X1_66 NOR2X1_159
NOR2X1_159 NAND3X1_158
AND2X2_50 NAND3X1_151 NAND3X1_154 NAND3X1_160 NAND3X1_163 NAND3X1_169 NAND3X1_172 NAND3X1_178 NAND3X1_181
NAND3X1_151 NAND3X1_155
NOR2X1_160 NAND3X1_152 NAND3X1_153 NAND3X1_156 NAND3X1_161 NAND3X1_162 NAND3X1_165 NAND3X1_170 NAND3X1_171 NAND3X1_174 NAND3X1_179 NAND3X1_180 NAND3X1_183
NAND3X1_152 NAND3X1_155
NAND3X1_153 AND2X2_51
NAND3X1_154 AND2X2_51
AND2X2_51 NAND3X1_155
NAND3X1_155 NOR2X1_162
NAND2X1_113 NOR2X1_161 NOR3X1_9
NOR2X1_161 NAND2X1_114 NAND2X1_116 NAND2X1_118 NAND2X1_120
NAND2X1_114 NAND3X1_157
NAND3X1_156 NAND3X1_157
NOR3X1_9 AOI22X1_17 AOI22X1_18 AOI22X1_19 AOI22X1_20
NOR3X1_10 AOI22X1_17 AOI22X1_18 AOI22X1_19 AOI22X1_20
AOI22X1_17 NAND3X1_157
NAND3X1_157 NOR2X1_162
NOR2X1_162 NAND3X1_158
NAND3X1_158 XOR2X1_39
INVX1_168 OAI21X1_67
NAND3X1_159 OAI21X1_67
OAI21X1_67 NOR2X1_163
INVX1_169 OAI22X1_35
INVX1_170 OAI22X1_35
OAI22X1_35 NOR2X1_163
NOR2X1_163 NAND3X1_167
INVX1_171 OAI22X1_36
INVX1_172 OAI22X1_36
OAI22X1_36 NOR2X1_164
INVX1_173 OAI21X1_68
NAND2X1_115 OAI21X1_68
OAI21X1_68 NOR2X1_164
NOR2X1_164 NAND3X1_167
NAND3X1_160 NAND3X1_164
NAND3X1_161 NAND3X1_164
NAND3X1_162 AND2X2_52
NAND3X1_163 AND2X2_52
AND2X2_52 NAND3X1_164
NAND3X1_164 NOR2X1_165
NAND2X1_116 NAND3X1_166
NAND3X1_165 NAND3X1_166
AOI22X1_18 NAND3X1_166
NAND3X1_166 NOR2X1_165
NOR2X1_165 NAND3X1_167
NAND3X1_167 XOR2X1_40
INVX1_174 OAI21X1_69
NAND3X1_168 OAI21X1_69
OAI21X1_69 NOR2X1_166
INVX1_175 OAI22X1_37
INVX1_176 OAI22X1_37
OAI22X1_37 NOR2X1_166
NOR2X1_166 NAND3X1_176
INVX1_177 OAI22X1_38
INVX1_178 OAI22X1_38
OAI22X1_38 NOR2X1_167
INVX1_179 OAI21X1_70
NAND2X1_117 OAI21X1_70
OAI21X1_70 NOR2X1_167
NOR2X1_167 NAND3X1_176
NAND3X1_169 NAND3X1_173
NAND3X1_170 NAND3X1_173
NAND3X1_171 AND2X2_53
NAND3X1_172 AND2X2_53
AND2X2_53 NAND3X1_173
NAND3X1_173 NOR2X1_168
NAND2X1_118 NAND3X1_175
NAND3X1_174 NAND3X1_175
AOI22X1_19 NAND3X1_175
NAND3X1_175 NOR2X1_168
NOR2X1_168 NAND3X1_176
NAND3X1_176 XOR2X1_41
INVX1_180 OAI21X1_71
NAND3X1_177 OAI21X1_71
OAI21X1_71 NOR2X1_169
INVX1_181 OAI22X1_39
INVX1_182 OAI22X1_39
OAI22X1_39 NOR2X1_169
NOR2X1_169 NAND3X1_185
INVX1_183 OAI22X1_40
INVX1_184 OAI22X1_40
OAI22X1_40 NOR2X1_170
INVX1_185 OAI21X1_72
NAND2X1_119 OAI21X1_72
OAI21X1_72 NOR2X1_170
NOR2X1_170 NAND3X1_185
NAND3X1_178 NAND3X1_182
NAND3X1_179 NAND3X1_182
NAND3X1_180 AND2X2_54
NAND3X1_181 AND2X2_54
AND2X2_54 NAND3X1_182
NAND3X1_182 NOR2X1_171
NAND2X1_120 NAND3X1_184
NAND3X1_183 NAND3X1_184
AOI22X1_20 NAND3X1_184
NAND3X1_184 NOR2X1_171
NOR2X1_171 NAND3X1_185
NAND3X1_185 XOR2X1_42
INVX1_186 OAI21X1_73
INVX1_187 NAND2X1_121 NOR2X1_173 NOR3X1_11
NAND2X1_121 INVX1_188 NOR2X1_179
INVX1_188 NAND3X1_186 NAND2X1_123 NAND3X1_188 NAND3X1_195 NAND3X1_197 NAND3X1_204 NAND3X1_206 NAND3X1_213 NAND3X1_215
INVX1_189 NAND2X1_122 NOR2X1_172
NAND2X1_122 INVX1_190 NOR2X1_176
INVX1_190 NAND3X1_186 NAND2X1_124 NAND2X1_126 NAND3X1_195 NAND3X1_204 NAND3X1_213
NAND3X1_186 OAI21X1_73
NOR2X1_172 NAND2X1_123 NAND2X1_125 NAND2X1_127 NAND2X1_130
NAND2X1_123 OAI21X1_73 OAI21X1_75 OAI21X1_77 OAI21X1_79
OAI21X1_73 NOR2X1_174
INVX1_191 OAI22X1_41
INVX1_192 OAI22X1_41
NOR2X1_173 NAND2X1_124 NAND2X1_125 NAND3X1_192 NAND3X1_201 NAND3X1_210 NAND3X1_219
NAND2X1_124 OAI22X1_41 OAI22X1_43 OAI22X1_45 OAI22X1_47
NAND2X1_125 OAI22X1_41 OAI22X1_43 OAI22X1_45 OAI22X1_47
OAI22X1_41 NOR2X1_174
NOR2X1_174 NAND3X1_194
INVX1_193 OAI22X1_42
INVX1_194 OAI22X1_42
NOR2X1_175 NAND2X1_126 NAND2X1_127 NAND3X1_187 NAND3X1_189 NAND3X1_196 NAND3X1_198 NAND3X1_205 NAND3X1_207 NAND3X1_214 NAND3X1_216
NAND2X1_126 OAI22X1_42 OAI22X1_44 OAI22X1_46 OAI22X1_48
NAND2X1_127 OAI22X1_42 OAI22X1_44 OAI22X1_46 OAI22X1_48
OAI22X1_42 NOR2X1_177
INVX1_195 OAI21X1_74
NAND2X1_128 NOR2X1_176 NOR3X1_12
NOR2X1_176 NAND2X1_129 NAND2X1_133 NAND2X1_135 NAND2X1_137
NAND2X1_129 OAI21X1_74
AND2X2_55 NAND2X1_130 NAND3X1_190 NAND3X1_199 NAND3X1_208 NAND3X1_217
NAND2X1_130 OAI21X1_74 OAI21X1_76 OAI21X1_78 OAI21X1_80
OAI21X1_74 NOR2X1_177
NOR2X1_177 NAND3X1_194
AND2X2_56 NAND3X1_187 NAND3X1_190 NAND3X1_196 NAND3X1_199 NAND3X1_205 NAND3X1_208 NAND3X1_214 NAND3X1_217
NAND3X1_187 NAND3X1_191
NOR2X1_178 NAND3X1_188 NAND3X1_189 NAND3X1_192 NAND3X1_197 NAND3X1_198 NAND3X1_201 NAND3X1_206 NAND3X1_207 NAND3X1_210 NAND3X1_215 NAND3X1_216 NAND3X1_219
NAND3X1_188 NAND3X1_191
NAND3X1_189 AND2X2_57
NAND3X1_190 AND2X2_57
AND2X2_57 NAND3X1_191
NAND3X1_191 NOR2X1_180
NAND2X1_131 NOR2X1_179 NOR3X1_11
NOR2X1_179 NAND2X1_132 NAND2X1_134 NAND2X1_136 NAND2X1_138
NAND2X1_132 NAND3X1_193
NAND3X1_192 NAND3X1_193
NOR3X1_11 AOI22X1_21 AOI22X1_22 AOI22X1_23 AOI22X1_24
NOR3X1_12 AOI22X1_21 AOI22X1_22 AOI22X1_23 AOI22X1_24
AOI22X1_21 NAND3X1_193
NAND3X1_193 NOR2X1_180
NOR2X1_180 NAND3X1_194
NAND3X1_194 XOR2X1_1
INVX1_196 OAI21X1_75
NAND3X1_195 OAI21X1_75
OAI21X1_75 NOR2X1_181
INVX1_197 OAI22X1_43
INVX1_198 OAI22X1_43
OAI22X1_43 NOR2X1_181
NOR2X1_181 NAND3X1_203
INVX1_199 OAI22X1_44
INVX1_200 OAI22X1_44
OAI22X1_44 NOR2X1_182
INVX1_201 OAI21X1_76
NAND2X1_133 OAI21X1_76
OAI21X1_76 NOR2X1_182
NOR2X1_182 NAND3X1_203
NAND3X1_196 NAND3X1_200
NAND3X1_197 NAND3X1_200
NAND3X1_198 AND2X2_58
NAND3X1_199 AND2X2_58
AND2X2_58 NAND3X1_200
NAND3X1_200 NOR2X1_183
NAND2X1_134 NAND3X1_202
NAND3X1_201 NAND3X1_202
AOI22X1_22 NAND3X1_202
NAND3X1_202 NOR2X1_183
NOR2X1_183 NAND3X1_203
NAND3X1_203 XOR2X1_12
INVX1_202 OAI21X1_77
NAND3X1_204 OAI21X1_77
OAI21X1_77 NOR2X1_184
INVX1_203 OAI22X1_45
INVX1_204 OAI22X1_45
OAI22X1_45 NOR2X1_184
NOR2X1_184 NAND3X1_212
INVX1_205 OAI22X1_46
INVX1_206 OAI22X1_46
OAI22X1_46 NOR2X1_185
INVX1_207 OAI21X1_78
NAND2X1_135 OAI21X1_78
OAI21X1_78 NOR2X1_185
NOR2X1_185 NAND3X1_212
NAND3X1_205 NAND3X1_209
NAND3X1_206 NAND3X1_209
NAND3X1_207 AND2X2_59
NAND3X1_208 AND2X2_59
AND2X2_59 NAND3X1_209
NAND3X1_209 NOR2X1_186
NAND2X1_136 NAND3X1_211
NAND3X1_210 NAND3X1_211
AOI22X1_23 NAND3X1_211
NAND3X1_211 NOR2X1_186
NOR2X1_186 NAND3X1_212
NAND3X1_212 XOR2X1_13
INVX1_208 OAI21X1_79
NAND3X1_213 OAI21X1_79
OAI21X1_79 NOR2X1_187
INVX1_209 OAI22X1_47
INVX1_210 OAI22X1_47
OAI22X1_47 NOR2X1_187
NOR2X1_187 NAND3X1_221
INVX1_211 OAI22X1_48
INVX1_212 OAI22X1_48
OAI22X1_48 NOR2X1_188
INVX1_213 OAI21X1_80
NAND2X1_137 OAI21X1_80
OAI21X1_80 NOR2X1_188
NOR2X1_188 NAND3X1_221
NAND3X1_214 NAND3X1_218
NAND3X1_215 NAND3X1_218
NAND3X1_216 AND2X2_60
NAND3X1_217 AND2X2_60
AND2X2_60 NAND3X1_218
NAND3X1_218 NOR2X1_189
NAND2X1_138 NAND3X1_220
NAND3X1_219 NAND3X1_220
AOI22X1_24 NAND3X1_220
NAND3X1_220 NOR2X1_189
NOR2X1_189 NAND3X1_221
NAND3X1_221 XOR2X1_14
INVX1_214 OAI21X1_81
INVX1_215 NAND2X1_139 NOR2X1_191 NOR3X1_13
