#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/nangate/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/nangate/des3 -l lib/NangateOpenCellLibrary_functional.lib
# GMT Tue Nov 25 13:21:57 2025
# 
INPUT_\desIn[0]  NAND2_X1_8
OR2_X1_7 NOR4_X1_21 NOR3_X1_17 NOR4_X1_23
OR2_X1_8 NOR4_X1_21 NOR3_X1_18
OR2_X1_9 NOR4_X1_21 NOR4_X1_23
OR2_X1_10 NOR4_X1_21 NOR4_X1_24
NOR4_X1_21 OAI211_X1_5
OAI211_X1_5 XOR2_X1_15
OR2_X1_11 NOR2_X1_13 NOR4_X1_22 NOR4_X1_24
OR2_X1_12 NOR2_X1_13 NOR4_X1_24
NOR2_X1_13 NAND4_X1_21
NOR3_X1_17 NAND4_X1_21
NAND4_X1_21 XOR2_X1_31
OR2_X1_13 NOR4_X1_22
NOR4_X1_22 OAI211_X1_6
OR2_X1_14 NOR4_X1_23 NOR3_X1_18
OR2_X1_15 NOR4_X1_23 NOR3_X1_18
NOR4_X1_23 OAI211_X1_6
OAI211_X1_6 XOR2_X1_5
OR2_X1_16 NOR4_X1_24
NOR4_X1_24 OAI211_X1_7
NOR3_X1_18 OAI211_X1_7
OAI211_X1_7 XOR2_X1_20
NAND2_X1_54 OAI22_X1_42 OAI22_X1_44 OAI22_X1_46 OAI22_X1_48 OAI221_X1_3 OAI22_X1_50 OAI22_X1_52 OAI22_X1_54 OAI22_X1_56 OAI22_X1_58 OAI22_X1_60
INV_X1_13 NAND2_X1_55 OR2_X1_17
NAND2_X1_55 OAI22_X1_42 OAI22_X1_44 OAI22_X1_46 OAI22_X1_48 OAI221_X1_2 OAI22_X1_50 OAI22_X1_52 OAI22_X1_54 OAI22_X1_56 OAI22_X1_58 OAI221_X1_4 OAI22_X1_60 OAI221_X1_5
INV_X1_14 NAND3_X1_18 NAND3_X1_19 NAND4_X1_22 NAND4_X1_26
NOR2_X1_14 NAND3_X1_18 NAND2_X1_56 NAND2_X1_57 NAND3_X1_21 NAND4_X1_23 NAND4_X1_27
NAND3_X1_18 OAI22_X1_42 OAI22_X1_45 OAI22_X1_47 OAI221_X1_2
AND2_X1_9 NAND3_X1_19 NAND2_X1_58 NAND3_X1_25 NAND2_X1_59 NAND3_X1_26 NAND4_X1_30
NAND3_X1_19 OAI22_X1_42 OAI22_X1_51 OAI22_X1_58 OAI221_X1_4
OAI22_X1_42 NOR2_X1_16 NOR4_X1_28
OR2_X1_17 OAI22_X1_43 OAI22_X1_45 OAI22_X1_47 OAI22_X1_49 OAI221_X1_2 OAI22_X1_51 OAI22_X1_53 OAI22_X1_55 OAI22_X1_57 OAI22_X1_59 OAI221_X1_4 OAI22_X1_61 OAI221_X1_5
INV_X1_15 NAND3_X1_20 NAND3_X1_23 NAND4_X1_24 NAND4_X1_25 NAND4_X1_26
AND2_X1_10 NAND3_X1_20 NAND2_X1_57 NAND2_X1_58 NAND3_X1_22
NAND3_X1_20 OAI22_X1_43 OAI22_X1_44 OAI22_X1_46 OAI22_X1_59
OR2_X1_18 OAI22_X1_43 OAI22_X1_45 OAI221_X1_1 OAI22_X1_47 OAI22_X1_49 OAI22_X1_51 OAI22_X1_53 OAI22_X1_55 OAI22_X1_57 OAI22_X1_59 OAI22_X1_61
NOR2_X1_15 NAND2_X1_56 NAND3_X1_23 NAND4_X1_25 NAND3_X1_24 NAND2_X1_59 NAND3_X1_26
NAND2_X1_56 OAI22_X1_43 OAI221_X1_1
OAI22_X1_43 NOR2_X1_16 NOR4_X1_28
NOR2_X1_16 NAND4_X1_28 NAND4_X1_34
NAND2_X1_57 OAI22_X1_44 OAI221_X1_3 OAI22_X1_57
OAI22_X1_44 NOR3_X1_19
INV_X1_16 NAND3_X1_21 NAND4_X1_23 NAND4_X1_24 NAND4_X1_27 NAND3_X1_25 NAND4_X1_29 NAND4_X1_30
NAND3_X1_21 OAI22_X1_45 OAI22_X1_50
OAI22_X1_45 NOR3_X1_19
XNOR2_X1_2 OAI221_X1_1 NAND4_X1_25 OAI221_X1_3 NAND3_X1_26 NAND4_X1_30
INV_X1_17 NAND4_X1_22 NAND3_X1_22 NAND3_X1_24 NAND4_X1_29
NAND4_X1_22 OAI221_X1_1 OAI22_X1_49 OAI22_X1_52
AND2_X1_11 NAND4_X1_23
NAND4_X1_23 OAI221_X1_1
OAI221_X1_1 NOR3_X1_19 NOR3_X1_22 OR4_X1_3 NOR2_X1_25
NOR3_X1_19 NAND4_X1_28
NAND2_X1_58 OAI22_X1_46 OAI22_X1_49 OAI22_X1_60
OAI22_X1_46 NOR4_X1_25 OR2_X1_19
NAND3_X1_22 OAI22_X1_47 OAI22_X1_54 OAI22_X1_57 OAI22_X1_60
OAI22_X1_47 NOR4_X1_25 OR2_X1_19
NAND3_X1_23 OAI22_X1_48 OAI22_X1_55
NAND4_X1_24 OAI22_X1_48 OAI221_X1_2 OAI22_X1_53 OAI22_X1_54
OAI22_X1_48 NOR4_X1_25 NOR2_X1_26
OAI22_X1_49 NOR4_X1_25 NOR2_X1_26
NOR4_X1_25 NAND4_X1_28
NAND4_X1_25 OAI221_X1_2
OAI221_X1_2 NOR2_X1_18 NOR4_X1_28 OR4_X1_3
NAND4_X1_26 OAI221_X1_3 OAI22_X1_51 OAI22_X1_52 OAI22_X1_55
NOR2_X1_17 NAND4_X1_27
NAND4_X1_27 OAI221_X1_3
OAI221_X1_3 NOR2_X1_18 NOR3_X1_22 NOR2_X1_25
NOR2_X1_18 NAND4_X1_28
NAND4_X1_28 OAI211_X1_8
NAND3_X1_24 OAI22_X1_50 OAI221_X1_4 OAI221_X1_5
OAI22_X1_50 NOR4_X1_26
OAI22_X1_51 NOR4_X1_26
OAI22_X1_52 NOR4_X1_26 NOR2_X1_19 NOR3_X1_23
NAND3_X1_25 OAI22_X1_53 OAI22_X1_56
OAI22_X1_53 NOR4_X1_26 NOR2_X1_19 NOR3_X1_23
NOR4_X1_26 NAND4_X1_31 NAND4_X1_33
OAI22_X1_54 NOR4_X1_27 NOR2_X1_20
OAI22_X1_55 NOR4_X1_27 NOR2_X1_20
NAND4_X1_29 OAI22_X1_56 OAI22_X1_59 OAI22_X1_61 OAI221_X1_5
OAI22_X1_56 NOR4_X1_27 NOR2_X1_24
OAI22_X1_57 NOR4_X1_27 NOR2_X1_24
NOR4_X1_27 NAND4_X1_31 NAND4_X1_32
NAND2_X1_59 OAI22_X1_58 OAI22_X1_61
OAI22_X1_58 NOR3_X1_20 NOR2_X1_22
OAI22_X1_59 NOR3_X1_20 NOR2_X1_22
NAND3_X1_26 OAI221_X1_4
OAI221_X1_4 NOR3_X1_20 NOR2_X1_21 NOR3_X1_23
NOR3_X1_20 NAND4_X1_31 AND3_X1_1
OAI22_X1_60 NOR3_X1_21 NOR2_X1_23
OAI22_X1_61 NOR3_X1_21 NOR2_X1_23
NAND4_X1_30 OAI221_X1_5
OAI221_X1_5 NOR3_X1_21 NOR2_X1_21
NOR3_X1_21 NAND4_X1_31
NAND4_X1_31 OAI211_X1_8
NOR2_X1_19 AND3_X1_1 NAND4_X1_32
NOR2_X1_20 AND3_X1_1
AND3_X1_1 OAI211_X1_8
OR2_X1_19 NOR3_X1_22 NOR4_X1_28 OR4_X1_3
NOR3_X1_22 OAI211_X1_8
OAI211_X1_8 XOR2_X1_27
NOR4_X1_28 NAND4_X1_32
NOR2_X1_21 NAND4_X1_32
NAND4_X1_32 XOR2_X1_3
NOR2_X1_22 NAND4_X1_33
NOR2_X1_23 NAND4_X1_33 AND3_X1_2
NOR2_X1_24 NAND4_X1_33 AND3_X1_2
NAND4_X1_33 OR4_X1_3
OR4_X1_3 XOR2_X1_17
NOR2_X1_25 NAND4_X1_34
NOR2_X1_26 NAND4_X1_34
NOR3_X1_23 AND3_X1_2
AND3_X1_2 NAND4_X1_34
NAND4_X1_34 XOR2_X1_9
INV_X1_18 NAND2_X1_60 NAND2_X1_62
NAND2_X1_60 OAI22_X1_62 OAI22_X1_64 OAI22_X1_66 OAI22_X1_68 OAI22_X1_70 OAI22_X1_72 OAI22_X1_74 OAI22_X1_76 OAI22_X1_78 OAI22_X1_80 NOR2_X1_31 OAI22_X1_82 OAI22_X1_84 OAI22_X1_86 OAI22_X1_88
NAND2_X1_61 OAI22_X1_62 OAI22_X1_64 OAI22_X1_66 OAI22_X1_68 OAI22_X1_70 OAI22_X1_72 OAI22_X1_74 OAI22_X1_76 OAI22_X1_78 OAI22_X1_80 NOR2_X1_32 OAI22_X1_82 OAI22_X1_84 OAI22_X1_86 OAI22_X1_88
INV_X1_19 NAND4_X1_35 NAND4_X1_36 NAND3_X1_30 NAND3_X1_34
INV_X1_20 NAND4_X1_35 NAND4_X1_37 NAND3_X1_32 NAND3_X1_33
NAND4_X1_35 OAI22_X1_62 OAI22_X1_66 OAI22_X1_75 OAI22_X1_77
INV_X1_21 NAND3_X1_27 NAND3_X1_29 NAND4_X1_37 NAND4_X1_38
AND2_X1_12 NAND3_X1_27 NAND2_X1_65 NAND2_X1_66 NAND3_X1_34
NAND3_X1_27 OAI22_X1_62 OAI22_X1_72 OAI22_X1_85 OAI22_X1_87
OAI22_X1_62 NOR4_X1_29 OR2_X1_22
INV_X1_22 NAND2_X1_62 NAND2_X1_63
NAND2_X1_62 OAI22_X1_63 OAI22_X1_65 OAI22_X1_67 OAI22_X1_69 OAI22_X1_71 OAI22_X1_73 OAI22_X1_75 OAI22_X1_77 OAI22_X1_79 OAI22_X1_81 NOR2_X1_29 OAI22_X1_83 OAI22_X1_85 OAI22_X1_87 OAI22_X1_89
NAND2_X1_63 OAI22_X1_63 OAI22_X1_65 OAI22_X1_67 OAI22_X1_69 OAI22_X1_71 OAI22_X1_73 OAI22_X1_75 OAI22_X1_77 OAI22_X1_79 OAI22_X1_81 NOR2_X1_30 OAI22_X1_83 OAI22_X1_85 OAI22_X1_87 OAI22_X1_89
NOR2_X1_27 NAND2_X1_64 NAND3_X1_29 NAND3_X1_30 NAND2_X1_67
AND2_X1_13 NAND2_X1_64 NAND2_X1_65 NAND3_X1_31 NAND3_X1_32
NAND2_X1_64 OAI22_X1_63 OAI22_X1_67 OAI22_X1_84 OAI22_X1_86
INV_X1_23 NAND3_X1_28 NAND4_X1_36 NAND3_X1_31 NAND4_X1_38
NOR2_X1_28 NAND3_X1_28 NAND2_X1_66 NAND3_X1_33 NAND2_X1_67
NAND3_X1_28 OAI22_X1_63 OAI22_X1_64 OAI22_X1_68 OAI22_X1_73
OAI22_X1_63 NOR4_X1_29 OR2_X1_22
NAND3_X1_29 OAI22_X1_64 OAI22_X1_67 OAI22_X1_74 OAI22_X1_89
OAI22_X1_64 NOR4_X1_29 OR2_X1_23
NAND4_X1_36 OAI22_X1_65 OAI22_X1_69 OAI22_X1_78 OAI22_X1_82
NAND2_X1_65 OAI22_X1_65 OAI22_X1_72 OAI22_X1_75 OAI22_X1_88
OAI22_X1_65 NOR4_X1_29 OR2_X1_23
NOR4_X1_29 NAND4_X1_39 NAND2_X1_68
NAND4_X1_37 OAI22_X1_66 OAI22_X1_71 OAI22_X1_83 OAI22_X1_88
OAI22_X1_66 NOR4_X1_30 NOR4_X1_37
OAI22_X1_67 NOR4_X1_30 NOR4_X1_37
NAND2_X1_66 OAI22_X1_68 OAI22_X1_76 OAI22_X1_87
OAI22_X1_68 NOR4_X1_30
NAND3_X1_30 OAI22_X1_69 OAI22_X1_77 NOR2_X1_32 OAI22_X1_84
OAI22_X1_69 NOR4_X1_30
NOR4_X1_30 NAND4_X1_39
NAND3_X1_31 OAI22_X1_70 OAI22_X1_73 OAI22_X1_80 OAI22_X1_89
NAND3_X1_32 OAI22_X1_70 NOR2_X1_30 OAI22_X1_82 OAI22_X1_85
OAI22_X1_70 NOR4_X1_31 OR2_X1_26
NAND4_X1_38 OAI22_X1_71 OAI22_X1_81 OAI22_X1_86
OAI22_X1_71 NOR4_X1_31 OR2_X1_26
OAI22_X1_72 NOR4_X1_31 OR2_X1_27 NOR2_X1_34
OAI22_X1_73 NOR4_X1_31 OR2_X1_27 NOR2_X1_34
NOR4_X1_31 NAND4_X1_39
NAND3_X1_33 OAI22_X1_74 OAI22_X1_76 OAI22_X1_79 OAI22_X1_81
OAI22_X1_74 NOR4_X1_32 OR2_X1_21
OAI22_X1_75 NOR4_X1_32 OR2_X1_21
OAI22_X1_76 NOR4_X1_32
OAI22_X1_77 NOR4_X1_32
NOR4_X1_32 NAND4_X1_39 AND2_X1_14 NAND3_X1_35
NAND4_X1_39 OAI211_X1_9 OAI211_X1_10
NAND3_X1_34 OAI22_X1_78 OAI22_X1_80 NOR2_X1_29
OAI22_X1_78 NOR4_X1_33 OR2_X1_20 NOR2_X1_33
NAND2_X1_67 OAI22_X1_79 NOR2_X1_31 OAI22_X1_83
OAI22_X1_79 NOR4_X1_33 OR2_X1_20 NOR2_X1_33
OAI22_X1_80 NOR4_X1_33
OAI22_X1_81 NOR4_X1_33
NOR4_X1_33 NAND4_X1_40 NAND2_X1_68
NOR2_X1_29 NOR4_X1_34
NOR2_X1_30 NOR4_X1_34
NOR2_X1_31 NOR4_X1_34
NOR2_X1_32 NOR4_X1_34
NOR4_X1_34 NAND4_X1_40 AND2_X1_14 NAND3_X1_36
OAI22_X1_82 NOR4_X1_35 OR2_X1_24
OAI22_X1_83 NOR4_X1_35 OR2_X1_24
OAI22_X1_84 NOR4_X1_35 NOR2_X1_35
OAI22_X1_85 NOR4_X1_35 NOR2_X1_35
NOR4_X1_35 NAND4_X1_40 AND3_X1_3
OAI22_X1_86 NOR4_X1_36 OR2_X1_25
OAI22_X1_87 NOR4_X1_36 OR2_X1_25
OAI22_X1_88 NOR4_X1_36
OAI22_X1_89 NOR4_X1_36
NOR4_X1_36 NAND4_X1_40 AND3_X1_3
NAND4_X1_40 OAI211_X1_9 OAI211_X1_10
OR2_X1_20 NOR4_X1_37
OR2_X1_21 NOR4_X1_37 OR3_X1_3
NOR4_X1_37 OAI211_X1_9
OR2_X1_22 NOR4_X1_38 NOR4_X1_39
OR2_X1_23 NOR4_X1_38
OR2_X1_24 NOR4_X1_38 NOR4_X1_39
OR2_X1_25 NOR4_X1_38
NOR4_X1_38 OAI211_X1_9
OAI211_X1_9 XOR2_X1_32
OR2_X1_26 NOR4_X1_39
OR2_X1_27 NOR4_X1_39
NOR4_X1_39 OAI211_X1_10
AND2_X1_14 OAI211_X1_10
OAI211_X1_10 XOR2_X1_23
NOR2_X1_33 NAND3_X1_35
NOR2_X1_34 AND3_X1_3 NAND3_X1_36
AND3_X1_3 NAND3_X1_35
NAND3_X1_35 XOR2_X1_13
NAND2_X1_68 OR3_X1_3
NOR2_X1_35 NAND3_X1_36
NAND3_X1_36 OR3_X1_3
OR3_X1_3 XOR2_X1_7
NAND2_X1_69 OAI22_X1_90 OAI22_X1_92 OAI22_X1_94 OAI22_X1_96 OAI22_X1_98 OAI22_X1_100 OAI22_X1_102 OAI22_X1_104 OAI22_X1_106 OAI22_X1_108 OAI22_X1_110 OAI22_X1_112 OAI22_X1_114 OAI22_X1_116 OAI22_X1_118
AND2_X1_15 NAND2_X1_70 NAND3_X1_40 NAND2_X1_76 NAND3_X1_42
NOR2_X1_36 NAND2_X1_70 NAND3_X1_38 NAND3_X1_39 NAND2_X1_75
NAND2_X1_70 OAI22_X1_90 OAI22_X1_93 OAI22_X1_97
INV_X1_24 NAND2_X1_71 NAND2_X1_73
NAND2_X1_71 OAI22_X1_90 OAI22_X1_92 OAI22_X1_94 OAI22_X1_96 OAI22_X1_98 OAI22_X1_100 OAI22_X1_102 OAI22_X1_104 OAI22_X1_106 OAI22_X1_108 OAI22_X1_110 OAI22_X1_112 OAI22_X1_114 OAI22_X1_116 OAI22_X1_118
INV_X1_25 NAND4_X1_41 NAND3_X1_38 NAND4_X1_43 NAND3_X1_41
INV_X1_26 NAND4_X1_41 NAND4_X1_42 NAND3_X1_37 NAND3_X1_40
NAND4_X1_41 OAI22_X1_90 OAI22_X1_95 OAI22_X1_98
OAI22_X1_90 NOR4_X1_40 NOR2_X1_40
INV_X1_27 NAND4_X1_42 NAND3_X1_39 NAND4_X1_44 NAND3_X1_44
NAND4_X1_42 OAI22_X1_91 OAI22_X1_94 OAI22_X1_100 OAI22_X1_119
INV_X1_28 NAND2_X1_72 NAND2_X1_73
NAND2_X1_72 OAI22_X1_91 OAI22_X1_93 OAI22_X1_95 OAI22_X1_97 OAI22_X1_99 OAI22_X1_101 OAI22_X1_103 OAI22_X1_105 OAI22_X1_107 OAI22_X1_109 OAI22_X1_111 OAI22_X1_113 OAI22_X1_115 OAI22_X1_117 OAI22_X1_119
NAND2_X1_73 OAI22_X1_91 OAI22_X1_93 OAI22_X1_95 OAI22_X1_97 OAI22_X1_99 OAI22_X1_101 OAI22_X1_103 OAI22_X1_105 OAI22_X1_107 OAI22_X1_109 OAI22_X1_111 OAI22_X1_113 OAI22_X1_115 OAI22_X1_117 OAI22_X1_119
NOR2_X1_37 NAND3_X1_37 NAND2_X1_74 NAND2_X1_75 NAND3_X1_43
NAND3_X1_37 OAI22_X1_91 OAI22_X1_96 OAI22_X1_105 OAI22_X1_118
OAI22_X1_91 NOR4_X1_40 NOR2_X1_40
NAND3_X1_38 OAI22_X1_92 OAI22_X1_96 OAI22_X1_99 OAI22_X1_105
INV_X1_29 NAND4_X1_43 NAND3_X1_42 NAND3_X1_43 NAND4_X1_44
NAND4_X1_43 OAI22_X1_92 OAI22_X1_107 OAI22_X1_112 OAI22_X1_115
OAI22_X1_92 NOR4_X1_40 NOR2_X1_42
NAND3_X1_39 OAI22_X1_93 OAI22_X1_98 OAI22_X1_108
OAI22_X1_93 NOR4_X1_40 NOR2_X1_42
NOR4_X1_40 NAND4_X1_45 NAND4_X1_47
NAND3_X1_40 OAI22_X1_94 OAI22_X1_97 OAI22_X1_108 OAI22_X1_117
OAI22_X1_94 NOR4_X1_41 NOR4_X1_48
AND2_X1_16 NAND2_X1_74 NAND2_X1_76 NAND3_X1_41 NAND3_X1_44
NAND2_X1_74 OAI22_X1_95 OAI22_X1_107 OAI22_X1_116 OAI22_X1_118
OAI22_X1_95 NOR4_X1_41 NOR4_X1_48
OAI22_X1_96 NOR4_X1_41
OAI22_X1_97 NOR4_X1_41
NOR4_X1_41 NAND4_X1_45 AND4_X1_5
OAI22_X1_98 NOR4_X1_42
NAND2_X1_75 OAI22_X1_99 OAI22_X1_101 OAI22_X1_104
OAI22_X1_99 NOR4_X1_42
NAND2_X1_76 OAI22_X1_100 OAI22_X1_106 OAI22_X1_111 OAI22_X1_117
OAI22_X1_100 NOR4_X1_42 NOR4_X1_48
NAND3_X1_41 OAI22_X1_101 OAI22_X1_102 OAI22_X1_109 OAI22_X1_112
OAI22_X1_101 NOR4_X1_42 NOR4_X1_48
NOR4_X1_42 NAND4_X1_45 AND2_X1_18
NAND3_X1_42 OAI22_X1_102 OAI22_X1_110 OAI22_X1_115 OAI22_X1_119
OAI22_X1_102 NOR4_X1_43 NOR2_X1_41
NAND3_X1_43 OAI22_X1_103 OAI22_X1_109 OAI22_X1_114 OAI22_X1_116
NAND4_X1_44 OAI22_X1_103 OAI22_X1_110 OAI22_X1_113 OAI22_X1_114
OAI22_X1_103 NOR4_X1_43 NOR2_X1_41
NAND3_X1_44 OAI22_X1_104 OAI22_X1_106 OAI22_X1_111 OAI22_X1_113
OAI22_X1_104 NOR4_X1_43
OAI22_X1_105 NOR4_X1_43
NOR4_X1_43 NAND4_X1_45 NAND4_X1_47
NAND4_X1_45 OAI211_X1_11 OAI211_X1_12 OAI211_X1_13
OAI22_X1_106 NOR2_X1_38 NOR4_X1_46
OAI22_X1_107 NOR2_X1_38 NOR4_X1_46
NOR2_X1_38 OAI211_X1_11
OAI22_X1_108 NOR2_X1_39
OAI22_X1_109 NOR2_X1_39
NOR2_X1_39 NAND4_X1_46 AND4_X1_6
OAI22_X1_110 NOR4_X1_44 NOR4_X1_47
OAI22_X1_111 NOR4_X1_44 NOR4_X1_47
OAI22_X1_112 NOR4_X1_44
OAI22_X1_113 NOR4_X1_44
NOR4_X1_44 NAND4_X1_46
OAI22_X1_114 NOR4_X1_45 NOR4_X1_47
OAI22_X1_115 NOR4_X1_45 NOR4_X1_47
OAI22_X1_116 NOR4_X1_45
OAI22_X1_117 NOR4_X1_45
NOR4_X1_45 NAND4_X1_46 AND2_X1_17 NAND4_X1_47
OAI22_X1_118 NOR4_X1_46 NOR2_X1_43
OAI22_X1_119 NOR4_X1_46 NOR2_X1_43
NOR4_X1_46 NAND4_X1_46 AND2_X1_17
NAND4_X1_46 OAI211_X1_11 OAI211_X1_12 OAI211_X1_13
NOR2_X1_40 AND4_X1_5 AND2_X1_18
NOR2_X1_41 AND4_X1_5
NOR4_X1_47 AND4_X1_5 OAI211_X1_13
AND4_X1_5 OAI211_X1_11
OAI211_X1_11 XOR2_X1_30
AND2_X1_17 OAI211_X1_12
AND2_X1_18 OAI211_X1_12
OAI211_X1_12 XOR2_X1_8
NOR4_X1_48 NAND4_X1_47 AND4_X1_6
NAND4_X1_47 XOR2_X1_19
NOR2_X1_42 AND4_X1_6
NOR2_X1_43 AND4_X1_6
AND4_X1_6 OAI211_X1_13
OAI211_X1_13 XOR2_X1_25
NAND2_X1_77 OAI22_X1_120 OAI22_X1_122 OAI22_X1_124 OAI22_X1_126 OAI22_X1_128 OAI22_X1_130 OAI22_X1_132 OAI22_X1_134 OAI22_X1_135 OAI22_X1_137 OAI22_X1_139 OAI22_X1_141 OAI22_X1_142 OAI22_X1_144
INV_X1_30 NAND2_X1_78 NAND2_X1_81 NAND3_X1_51 NAND3_X1_56
NAND2_X1_78 OAI22_X1_120 OAI22_X1_122 OAI22_X1_124 OAI22_X1_126 OAI22_X1_128 OAI22_X1_130 OAI22_X1_132 OAI22_X1_134 OAI22_X1_135 OAI22_X1_137 OAI22_X1_139 OAI22_X1_141 OAI22_X1_142 OAI22_X1_144
INV_X1_31 NAND4_X1_48 NAND3_X1_45 NAND4_X1_49 NAND3_X1_49
INV_X1_32 NAND4_X1_48 NAND4_X1_51 NAND3_X1_48 NAND3_X1_50
NAND4_X1_48 OAI22_X1_120 OAI221_X1_6 OAI22_X1_140 OAI22_X1_141
NOR2_X1_44 NAND3_X1_45 NAND2_X1_79 NAND3_X1_46
NAND3_X1_45 OAI22_X1_120 OAI21_X1_33 OAI22_X1_135
OAI22_X1_120 OR2_X1_28 NOR4_X1_51
AND2_X1_19 NAND2_X1_79 NAND2_X1_82 NAND3_X1_48 NAND3_X1_52
NAND2_X1_79 OAI22_X1_121 OAI22_X1_124 OAI22_X1_136 OAI22_X1_141
INV_X1_33 NAND2_X1_80 NAND2_X1_81 NAND3_X1_54 NAND3_X1_56
NAND2_X1_80 OAI22_X1_121 OAI22_X1_123 OAI22_X1_125 OAI221_X1_6 OAI22_X1_127 OAI22_X1_129 OAI22_X1_131 OAI22_X1_133 OAI22_X1_136 OAI22_X1_138 OAI22_X1_140 OAI21_X1_34 OAI22_X1_143 OAI22_X1_145
NAND2_X1_81 OAI22_X1_121 OAI22_X1_123 OAI22_X1_125 OAI22_X1_127 OAI22_X1_129 OAI22_X1_131 OAI22_X1_133 OAI21_X1_33 OAI22_X1_136 OAI22_X1_138 OAI22_X1_140 OAI22_X1_143 OAI22_X1_145
INV_X1_34 NAND3_X1_46 NAND3_X1_47 NAND4_X1_50 NAND4_X1_51
NAND3_X1_46 OAI22_X1_121 OAI22_X1_129 OAI22_X1_130 OAI22_X1_137
OAI22_X1_121 OR2_X1_28 NOR4_X1_51
OR2_X1_28 OR3_X1_4 NOR4_X1_57
AND2_X1_20 NAND3_X1_47 NAND2_X1_82 NAND3_X1_49 NAND2_X1_83
NAND3_X1_47 OAI22_X1_122 OAI22_X1_127 OAI22_X1_133 OAI22_X1_142
NAND2_X1_82 OAI22_X1_122 OAI22_X1_133 OAI22_X1_139 OAI22_X1_145
OAI22_X1_122 OR2_X1_29 NOR4_X1_55
INV_X1_35 NAND4_X1_49 NAND4_X1_50 NAND3_X1_52 NAND3_X1_53
NAND4_X1_49 OAI22_X1_123 OAI22_X1_128 OAI22_X1_131
NAND4_X1_50 OAI22_X1_123 OAI22_X1_129 OAI22_X1_137 OAI22_X1_142
OAI22_X1_123 OR2_X1_29 NOR4_X1_55
OR2_X1_29 OR3_X1_4 NOR4_X1_56
NAND4_X1_51 OAI22_X1_124 OAI22_X1_136 OAI21_X1_34 OAI22_X1_144
OAI22_X1_124 NOR3_X1_24 NOR4_X1_57
NAND3_X1_48 OAI22_X1_125 OAI22_X1_130 OAI22_X1_134 OAI22_X1_145
NAND3_X1_49 OAI22_X1_125 OAI22_X1_131 OAI22_X1_132 OAI22_X1_144
OAI22_X1_125 NOR3_X1_24 NOR4_X1_57
NOR2_X1_45 NAND3_X1_50 NAND3_X1_53 NAND2_X1_83
NAND3_X1_50 OAI221_X1_6 OAI22_X1_127 OAI22_X1_135
XOR2_X1_81 OAI221_X1_6
NOR4_X1_49 NAND3_X1_51 NAND3_X1_54 NAND3_X1_56
NAND3_X1_51 OAI221_X1_6
OAI221_X1_6 NOR3_X1_24 NOR2_X1_50
NOR3_X1_24 NAND4_X1_52 NAND4_X1_53
NAND3_X1_52 OAI22_X1_126 OAI22_X1_134 OAI22_X1_138
NAND3_X1_53 OAI22_X1_126 OAI22_X1_132 OAI22_X1_140 OAI22_X1_143
OAI22_X1_126 NOR4_X1_50 OR2_X1_30
OAI22_X1_127 NOR4_X1_50 OR2_X1_30
NAND2_X1_83 OAI22_X1_128 OAI22_X1_138 OAI22_X1_139 OAI22_X1_143
OAI22_X1_128 NOR4_X1_50
OAI22_X1_129 NOR4_X1_50
NOR4_X1_50 NAND4_X1_52 NAND4_X1_54
OAI22_X1_130 NOR2_X1_46
OAI22_X1_131 NOR2_X1_46
NOR2_X1_46 NAND4_X1_52 AND3_X1_4 NAND4_X1_53
OAI22_X1_132 NOR2_X1_47 NOR4_X1_52
OAI22_X1_133 NOR2_X1_47 NOR4_X1_52
NOR2_X1_47 NAND4_X1_52
NAND4_X1_52 OR3_X1_4
OR3_X1_4 XOR2_X1_14
OAI22_X1_134 NOR4_X1_51
NAND3_X1_54 OAI21_X1_33
OAI21_X1_33 NOR4_X1_51
NOR4_X1_51 AND3_X1_4 NAND4_X1_53 NAND4_X1_55
OAI22_X1_135 NOR2_X1_48 NOR4_X1_53
OAI22_X1_136 NOR2_X1_48 NOR4_X1_53
NOR2_X1_48 AND3_X1_4
AND3_X1_4 NAND3_X1_55
OAI22_X1_137 NOR4_X1_52 OR2_X1_32
OAI22_X1_138 NOR4_X1_52 OR2_X1_32
NOR4_X1_52 NAND3_X1_55 NAND4_X1_54 NAND4_X1_55
OR2_X1_30 NOR2_X1_49 NOR4_X1_56
OAI22_X1_139 OR2_X1_31 NOR4_X1_54
OAI22_X1_140 OR2_X1_31 NOR4_X1_54
OR2_X1_31 NOR2_X1_49 NOR4_X1_56
NOR2_X1_49 NAND3_X1_55
NAND3_X1_55 XOR2_X1_22
OAI22_X1_141 NOR4_X1_53 OR2_X1_33
NAND3_X1_56 OAI21_X1_34
OAI21_X1_34 NOR4_X1_53 OR2_X1_33
NOR4_X1_53 NAND4_X1_53
NAND4_X1_53 OAI211_X1_14
OAI22_X1_142 NOR4_X1_54
OAI22_X1_143 NOR4_X1_54
NOR4_X1_54 NAND4_X1_54
OAI22_X1_144 NOR4_X1_55
OAI22_X1_145 NOR4_X1_55
NOR4_X1_55 NAND4_X1_54 NAND4_X1_55
NAND4_X1_54 OAI211_X1_14
OR2_X1_32 NOR4_X1_56
NOR4_X1_56 OAI211_X1_14
OR2_X1_33 NOR4_X1_57 NOR2_X1_50
